"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009141","nucleoside triphosphate metabolic process","34/2039","184/28891",2.11428308495709e-07,6.63612077955887e-06,4.56359687947162e-06,"Atp5f1c/Ndufs3/Atp5f1e/Mfn1/Ndufb5/Ndufc1/Ak5/Ndufb6/Eno1/Atp5me/Atp5mf/Ndufa5/Impdh1/Ndufa3/Aldoa/Ldhd/Hspa8/Sdhd/Smpdl3a/Ndufa12/Ndufb1/Ndufs6/Adk/Atpsckmt/Ndufb9/Opa1/Atp6v1a/Ndufb10/Antkmt/Trem2/Ndufa2/Eno1b/Ndufs8/Ndufa1",34
"GO:0051494","negative regulation of cytoskeleton organization","33/2039","176/28891",2.22944257283823e-07,6.96015280226182e-06,4.78643060670139e-06,"Tmeff2/Map2/Sptan1/Pfn2/Wdr47/S1pr1/Hip1r/Tmsb10/Ctnna2/Fkbp4/Eml2/Shank1/Ppfia1/Tmod2/Specc1l/Apc2/Nav3/Sptbn1/Inpp5k/Ssh2/Taok1/Trim37/Pik3r1/Cyrib/Shank3/Twf1/Kank3/Ssh3/Add3/Mid1ip1/Fgf13/Shroom2/Tmsb4x",33
"GO:0043393","regulation of protein binding","39/2039","228/28891",2.34993381384418e-07,7.28094458929279e-06,5.00703605480657e-06,"Map2/Hdac4/Ralb/Golga2/Ckmt1/Stk4/Epb41/Rpl11/Park7/Lrpap1/Tfip11/Atp2a2/Hip1r/Actb/Hipk2/Ephb6/Cycs/Sympk/Rgma/Arrb1/Spon1/Amfr/Psme3ip1/Map1lc3b/Cdon/Nphp3/Lrp1/Rack1/Atp2a3/Crk/Ramp2/Hdac5/Akt1/Mapk8/Dzip1/App/Hsp90ab1/Pacs1/Tmem132a",39
"GO:0099010","modification of postsynaptic structure","13/2039","34/28891",2.35714033466313e-07,7.28094458929279e-06,5.00703605480657e-06,"Pfn2/Cabp1/Ctnna2/Cttn/Egln1/Filip1/Camkv/Marcks/Arhgap44/Myh10/Ptk2/Kalrn/Itsn1",13
"GO:0010001","glial cell differentiation","46/2039","292/28891",2.51963270746823e-07,7.74190302431555e-06,5.32403276802429e-06,"Gpr37l1/Kcnj10/Mal/Bcan/Phgdh/Nfia/Ski/Fgfr3/Miat/Mios/Ptprz1/Ptn/Raf1/Fkrp/Mag/Tenm4/Sox6/Arhgef10/Hapln4/Cspg5/Ifngr1/Zfp365/Lrp1/Nab2/Erbb3/Vps54/Sox9/Grb2/Akt1/Id4/Ntrk2/Cntn1/Tuba1a/Mapk1/App/Sod1/Qki/Trem2/Daam2/Bin1/Nr3c1/Grk2/Myrf/Med12/Plp1/Gpm6b",46
"GO:0051047","positive regulation of secretion","61/2039","437/28891",2.68046959488289e-07,8.19297460467345e-06,5.63423038571691e-06,"Acsl3/Irs1/Capn10/Stxbp1/Rapgef4/Snap25/Pex5l/Chrnb2/Golph3l/Wls/Pink1/Atp13a2/Sri/Dynll1/Tmf1/Itpr1/Slc6a1/Gab2/Arrb1/Apbb1/Stxbp2/Lamp1/Rab3a/Vps35/Map1lc3b/Rab3d/Plcd1/Cck/Stxbp5/Gja1/Syt1/Lrp1/Xbp1/Ppia/Myh10/Alox12b/Nlgn2/Doc2b/Myo18a/Rasl10b/Prkar1a/Hgs/Gpld1/Glud1/Oxct1/Golph3/Adcy8/Pfkm/Slc4a8/Abat/Itsn1/Abcg1/Trem2/Myom1/Kif5b/Nr3c1/Slc12a2/Ier3ip1/Grk2/Tmem132a/Gnaq",61
"GO:0050773","regulation of dendrite development","29/2039","145/28891",2.89074031927386e-07,8.78965728329209e-06,6.04456336497287e-06,"Adgrb3/Rapgef4/Prex1/Tnik/Mfn1/Chrnb2/Wls/Ptprd/Lrp8/Elavl4/Ywhah/Fbxw8/Clip1/Ptprz1/Ptn/Cyth2/Nedd4/Marcks/Camk2b/Actr2/Crk/Sez6/Sarm1/Akap5/Ntrk2/Crkl/Opa1/Kalrn/Tbc1d24",29
"GO:0061136","regulation of proteasomal protein catabolic process","35/2039","195/28891",2.93348363700254e-07,8.87340801700562e-06,6.1021579446565e-06,"Marchf7/Ddrgk1/Fbxw7/Rpl11/Park7/Ube2k/Fbxw8/Tmf1/Usp5/Prkcg/Hspbp1/Svip/Herpud1/Psme3ip1/Rack1/Ubb/Axin2/Sumo2/Bag5/Akt1/Mapk8/Psme1/Eif3h/Usp7/Clec16a/Ube2v2/Usp25/Hspa1b/Hspa1a/Rbx1-ps/Trim39/Hsp90ab1/Trem2/Csnk1a1/Fmr1",35
"GO:0009749","response to glucose","36/2039","204/28891",3.07784999543208e-07,9.26210735738788e-06,6.36946276862613e-06,"Map4k4/Klf7/Cacna1e/Ildr2/Acvr1c/Thbs1/Myt1/Vcam1/Sesn2/Sri/Dynll1/Rab11fip5/Raf1/Igf1r/Arrb1/Pde3b/Brsk2/Gas6/Lrp1/Xbp1/Rack1/Srebf1/Vamp2/Sarm1/Gpld1/Oxct1/Eny2/Adcy8/Adcy5/Abcg1/Rab11b/Trem2/Kif5b/Aqp4/Grk2/Gpam",36
"GO:0006816","calcium ion transport","64/2039","469/28891",3.13523809457795e-07,9.38642051084415e-06,6.45495173696103e-06,"Dbi/Cacna1e/Itgav/Plcb4/Slc24a3/Fkbp1a/Chrnb2/S100a1/Ank2/Asph/Map3k7/Grin3a/Zmpste24/Hpca/Epb41/Selenon/Plch2/Sri/Cacna2d1/Nos3/Pkd2/Cabp1/Nos1/Atp2a2/Nipsnap2/Orai2/Trpv6/Adcyap1r1/Itpr1/Cacna2d4/Calm3/Grin2d/Gas6/Homer3/Cx3cl1/Jph3/Myo5a/Atp2c1/Plcd1/Ccn2/Gja1/Micu1/Atp2b1/Camk2b/Atp2a3/Inpp5k/Ywhae/Cacnb1/Stac2/Ramp2/Rgs9/Akap5/Akt1/Ryr2/Mcur1/Cacna2d3/Selenok/Ero1a/Atp13a4/Opa1/Calm2/Bin1/Fmr1/Plp1",64
"GO:1903532","positive regulation of secretion by cell","56/2039","390/28891",3.235046624069e-07,9.63581744454839e-06,6.62645962631535e-06,"Irs1/Capn10/Stxbp1/Rapgef4/Snap25/Pex5l/Chrnb2/Golph3l/Wls/Pink1/Atp13a2/Sri/Dynll1/Tmf1/Itpr1/Gab2/Arrb1/Apbb1/Stxbp2/Lamp1/Rab3a/Vps35/Rab3d/Plcd1/Cck/Stxbp5/Gja1/Syt1/Lrp1/Ppia/Myh10/Nlgn2/Doc2b/Myo18a/Rasl10b/Prkar1a/Hgs/Gpld1/Glud1/Oxct1/Golph3/Adcy8/Pfkm/Slc4a8/Abat/Itsn1/Abcg1/Trem2/Myom1/Kif5b/Nr3c1/Slc12a2/Ier3ip1/Grk2/Tmem132a/Gnaq",56
"GO:0030705","cytoskeleton-dependent intracellular transport","37/2039","214/28891",3.60015166022292e-07,1.06688758336961e-05,7.3368840139408e-06,"Trak2/Map2/Arhgap21/Trim46/Sfpq/Dynll1/Wasl/Fuz/Dlg2/Myo7a/Caly/Lamp1/Pcm1/Hsbp1/Hspa8/Myo5a/Myo6/Trak1/Ank3/Bloc1s1/Kif3a/Ubb/Kif1c/Flot2/Klc1/Bloc1s5/Bicd2/BC048507/Nefl/Myo10/Tuba1a/App/Sod1/Kif5b/Bbs1/Klc2/Fmr1",37
"GO:0018209","peptidyl-serine modification","51/2039","343/28891",3.65554415548664e-07,1.07241541606689e-05,7.37489839144463e-06,"Pikfyve/Smyd3/Galnt13/Stk39/Tlk1/Tnks1bp1/Top1/Stk4/Pfn2/Pdcd10/Dclk2/Dock7/Mast2/Pink1/Park7/Prkg2/Nos1/Lmtk2/Hipk2/Raf1/Stk38l/Prkcg/Arrb1/Sbk1/Brsk2/Csnk2a2/Galnt2/Ulk3/Camkv/Gpd1l/Tbk1/Camk2b/Rack1/Inpp5k/Rps6ka5/Hsp90aa1/Akt1/Ntrk2/Mast4/Mapk8/Map3k12/Ppm1f/Mapk1/Eif4g1/App/Hsp90ab1/Nrxn1/Csnk1a1/Rps6kb2/Grk2/Chuk",51
"GO:1902074","response to salt","51/2039","343/28891",3.65554415548664e-07,1.07241541606689e-05,7.37489839144463e-06,"Kcnj10/Stk39/Syt13/Thbs1/Cpne1/Kcnq2/Syt11/Chrnb2/S100a16/Ahcyl1/Asph/Npr2/Hpca/Alpl/Fgfr3/Pkd2/Nos1/Rasal1/Trpv6/Itpr1/Prkcg/Syt5/Calm3/Cebpa/Mef2a/Igf1r/Dlg2/Smpd1/Plcd1/Lrp11/Syt1/Vps54/Hdac5/Akap5/Ryr2/Gpld1/Hcn1/Nefl/Ank/Adcy8/Kcnq3/Tuba1a/Abat/Crkl/App/Calm2/Nrxn1/Slc12a2/Gnaq/Sorbs1/Gdi1",51
"GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","11/2039","25/28891",3.71624547776378e-07,1.08477205495925e-05,7.45987381694265e-06,"Rims1/Stxbp1/Snap25/Syt11/Rims3/Atp2a2/Syt5/Rab3a/Unc13c/Syt1/Doc2b",11
"GO:0043401","steroid hormone mediated signaling pathway","26/2039","123/28891",3.80002487761859e-07,1.10370871818594e-05,7.59009944133925e-06,"Ddrgk1/Dnaja1/Kdm4c/Heyl/Park7/Ywhah/Clock/Tmf1/Fkbp4/Abhd2/Calr/Vps11/Nedd4/Prmt2/Zbtb7a/Ptges3/Wbp2/Ntrk2/Zmiz1/Kmt2d/Mapk1/Lbh/Taf7/Nr3c1/Ppargc1b/Esrra",26
"GO:0010970","transport along microtubule","33/2039","180/28891",3.82775493184438e-07,1.10625907386671e-05,7.60763799377512e-06,"Trak2/Map2/Arhgap21/Trim46/Sfpq/Dynll1/Fuz/Dlg2/Caly/Lamp1/Pcm1/Hsbp1/Hspa8/Myo5a/Trak1/Ank3/Bloc1s1/Kif3a/Ubb/Kif1c/Flot2/Klc1/Bloc1s5/Bicd2/BC048507/Nefl/Tuba1a/App/Sod1/Kif5b/Bbs1/Klc2/Fmr1",33
"GO:0032507","maintenance of protein location in cell","19/2039","72/28891",3.8500329210959e-07,1.10721636420482e-05,7.61422118800091e-06,"Sp100/Hspa5/Pink1/Park7/Insig1/Supt7l/Tmsb10/Fkrp/Syne1/Gja1/Ank3/Os9/Akt1/Dzip1/Golph3/Twf1/Adcy6/Grk2/Tmsb4x",19
"GO:0001764","neuron migration","36/2039","206/28891",3.93772160452012e-07,1.12688327094061e-05,7.74946862726509e-06,"Ntng2/Scrt2/Trim46/Ptprz1/Ctnna2/Fkrp/Axl/Apbb1/Gas6/Pcm1/Gpm6a/Arhgap32/Cck/Gja1/Camk2b/Pex13/Myh10/Crk/Ywhae/Hsp90aa1/Phactr1/Spock1/Ntrk2/Top2b/Zmiz1/Mapk8/Nipbl/Ptk2/Tuba1a/Crkl/Tbc1d24/Srf/Bbs1/Shtn1/Fgf13/Plxna3",36
"GO:0006364","rRNA processing","37/2039","215/28891",4.05677529512067e-07,1.15529044745924e-05,7.94482206705532e-06,"Rpl7/Rpl7a/Rps6-ps4/Nop10/Esf1/Rps21/Rps27/Znhit6/Exosc3/Rps8/Rpl11/Ddx54/Bms1/Emg1/Wbp11/Rps19/Rps17/Mak16/Rps25/Rrp1/Pa2g4/Ddx52/Usp36/Rps7/Gtpbp4/Mtrex/Rps24/Brix1/Snu13/Urb1/Rrp1b/Rps28/Riok3/Sart1/Pdcd11/Dkc1/Las1l",37
"GO:0009746","response to hexose","36/2039","207/28891",4.44712007192835e-07,1.26030519319989e-05,8.66699844370706e-06,"Map4k4/Klf7/Cacna1e/Ildr2/Acvr1c/Thbs1/Myt1/Vcam1/Sesn2/Sri/Dynll1/Rab11fip5/Raf1/Igf1r/Arrb1/Pde3b/Brsk2/Gas6/Lrp1/Xbp1/Rack1/Srebf1/Vamp2/Sarm1/Gpld1/Oxct1/Eny2/Adcy8/Adcy5/Abcg1/Rab11b/Trem2/Kif5b/Aqp4/Grk2/Gpam",36
"GO:0010977","negative regulation of neuron projection development","31/2039","165/28891",4.89246054041554e-07,1.37981568284763e-05,9.48886066674033e-06,"Map4k4/Trak2/Map2/Ngef/Lrp4/Trim46/Rtca/Lpar1/Ptprz1/Mag/Cyth2/Rgma/Inppl1/Ntm/Sema7a/Amigo3/Zfp365/Lrp1/Kremen1/Rap1gap2/Rtn4rl1/Bag5/Spock1/Ptk2/Adcy6/Ttc3/H2-D1/Fgf13/Arhgap4/Gdi1/Plxna3",31
"GO:0006887","exocytosis","56/2039","395/28891",4.92041951275386e-07,1.38102928439697e-05,9.49720648868584e-06,"Rims1/Ralb/Cacna1e/Stxbp1/Rapgef4/Syt13/Snap25/Kcnq2/Pex5l/Pfn2/Syt11/Rab13/Stxbp3/Nr4a3/Rims3/Atp13a2/Exoc1/Cplx1/Atp2a2/Rab11fip5/Syn2/Prkcg/Syt5/Gab2/Brsk2/Stxbp2/Lamp1/Rab3a/Rab3d/Vps11/Unc13c/Myo5a/Cspg5/Stxbp5/Mical1/Syt1/Snap47/Llgl1/Myh10/Vamp2/Doc2b/Nsf/Cd300a/Exoc7/Hgs/Rab10/Wdr41/Ywhaz/Kcnq3/Slc4a8/Stxbp5l/Itsn1/Syngr3/Rab11b/Syp/Fmr1",56
"GO:0034284","response to monosaccharide","36/2039","208/28891",5.01736564383498e-07,1.40150146548845e-05,9.63799172278348e-06,"Map4k4/Klf7/Cacna1e/Ildr2/Acvr1c/Thbs1/Myt1/Vcam1/Sesn2/Sri/Dynll1/Rab11fip5/Raf1/Igf1r/Arrb1/Pde3b/Brsk2/Gas6/Lrp1/Xbp1/Rack1/Srebf1/Vamp2/Sarm1/Gpld1/Oxct1/Eny2/Adcy8/Adcy5/Abcg1/Rab11b/Trem2/Kif5b/Aqp4/Grk2/Gpam",36
"GO:0031032","actomyosin structure organization","37/2039","218/28891",5.77145859497994e-07,1.60446548940442e-05,1.10337559304529e-05,"Tmeff2/Cul3/Csrp1/Cdc42bpa/Nebl/Pfn2/S1pr1/Epb41l4b/Lpar1/Lurap1/Epb41/Arhgef10l/Limch1/Tnnt1/Mef2a/Arrb1/Kctd13/Ppfia1/Arhgef10/Acta1/Tmod2/Ccn2/Epb41l2/Myh10/Inpp5k/Myo18a/Ppm1e/Prkar1a/Actg1/Phactr1/Pik3r1/Sorbs3/Ppm1f/Itgb5/Kank3/Srf/Sorbs1",37
"GO:0001508","action potential","30/2039","158/28891",5.87972214017421e-07,1.62681601205389e-05,1.11874583400471e-05,"Slc4a3/Scn3a/Rapgef4/Kcnq2/Chrnb2/Kcna2/Kcnc4/Ank2/Npr2/Cacna2d1/Ywhah/Atp2a2/Kcnd2/Calm3/Gpd1l/Ank3/Kcnip1/Gria1/Ryr2/Ntrk2/Hcn1/Kcnq3/Scn8a/Dlg1/Sod1/Bin1/Gnaq/Kcnip2/Fgf13/Fmr1",30
"GO:0006007","glucose catabolic process","11/2039","26/28891",6.02963464985946e-07,1.65571412991419e-05,1.13861879365549e-05,"Eno1/Eno2/Tpi1/Gapdh/Ldha/Aldoa/Pkm/Pfkp/Pfkm/Eno1b/Pgk1",11
"GO:0030518","intracellular steroid hormone receptor signaling pathway","25/2039","118/28891",6.04088916875167e-07,1.65571412991419e-05,1.13861879365549e-05,"Ddrgk1/Dnaja1/Kdm4c/Heyl/Park7/Ywhah/Clock/Tmf1/Fkbp4/Calr/Vps11/Nedd4/Prmt2/Zbtb7a/Ptges3/Wbp2/Ntrk2/Zmiz1/Kmt2d/Mapk1/Lbh/Taf7/Nr3c1/Ppargc1b/Esrra",25
"GO:0060560","developmental growth involved in morphogenesis","45/2039","292/28891",6.36337470577036e-07,1.72903141490599e-05,1.18903839030155e-05,"Rims1/Map2/Pak6/Slc23a2/Flrt3/Cpne1/Cdh4/Bcan/Trim46/S1pr1/Npr2/Rasal1/Plxna4/Mgll/Clstn3/Megf8/Mag/Rgma/Cttn/Ist1/Arhgap32/Cadm1/Sema7a/Ppp2r3a/S100b/Syt1/Lrp1/Spag9/Sox9/Hsp90aa1/Wnt7b/App/Ttc3/Hsp90ab1/Srf/Fgf1/Slc12a2/Zfyve27/Shtn1/Slc9a6/Fgf13/Arhgap4/Gdi1/Plxna3/Med12",45
"GO:0043524","negative regulation of neuron apoptotic process","36/2039","210/28891",6.36762168901657e-07,1.72903141490599e-05,1.18903839030155e-05,"Stxbp1/Nr4a3/Pink1/Park7/Nos1/Hsph1/Ptprz1/Hipk2/Prkcg/Axl/Mag/Arrb1/Ccnd1/Star/Cx3cl1/Hyou1/Cx3cr1/Fbxo7/Lrp1/Erbb3/Vps54/Cpeb4/Ntrk2/Nefl/Rad21/Nrbp2/Faim2/Map3k12/Ube2v2/Sod1/Itsn1/Sod2/Hsp90ab1/Xiap/Fmr1/Nono",36
"GO:0018105","peptidyl-serine phosphorylation","49/2039","331/28891",7.00489425826288e-07,1.89326725369161e-05,1.30198180804165e-05,"Pikfyve/Smyd3/Stk39/Tlk1/Tnks1bp1/Top1/Stk4/Pfn2/Pdcd10/Dclk2/Dock7/Mast2/Pink1/Park7/Prkg2/Nos1/Lmtk2/Hipk2/Raf1/Stk38l/Prkcg/Arrb1/Sbk1/Brsk2/Csnk2a2/Ulk3/Camkv/Gpd1l/Tbk1/Camk2b/Rack1/Inpp5k/Rps6ka5/Hsp90aa1/Akt1/Ntrk2/Mast4/Mapk8/Map3k12/Ppm1f/Mapk1/Eif4g1/App/Hsp90ab1/Nrxn1/Csnk1a1/Rps6kb2/Grk2/Chuk",49
"GO:1904377","positive regulation of protein localization to cell periphery","19/2039","75/28891",7.64590564990536e-07,2.05699526194228e-05,1.41457599557308e-05,"Acsl3/Epb41/Gnai1/Vps35/Myo5a/Atp2c1/Epb41l2/Lrp1/Sptbn1/Rack1/Stac2/Akap5/Akt1/Eif4g1/Dlg1/Trem2/Nrxn1/Kif5b/Sorbs1",19
"GO:0034976","response to endoplasmic reticulum stress","42/2039","266/28891",7.72626120197088e-07,2.06907857326174e-05,1.42288557336151e-05,"Fcgr2b/Hspa5/Thbs1/Pdia3/Ddrgk1/Man1a2/Ecpas/Sesn2/Fbxo2/Park7/Ube2j2/Tmub1/Ube2k/Itpr1/Svip/Brsk2/Ccnd1/Calr/Amfr/Herpud1/Hyou1/Qrich1/Marcks/Dnajb12/Os9/Xbp1/Atp2a3/P4hb/Pdia6/Rasgrf2/Pik3r1/Parp8/Selenok/Ero1a/Psmc6/Dnajc3/Sdf2l1/Eif4g1/Opa1/Usp25/App/Aifm1",42
"GO:0010959","regulation of metal ion transport","62/2039","461/28891",7.87976541485488e-07,2.10055116401474e-05,1.44452897343218e-05,"Dbi/Stk39/Plcb4/Fkbp1a/S100a1/Atp1a1/Ahcyl1/Ank2/Asph/Map3k7/Hpca/Epb41/Selenon/Sri/Cacna2d1/Nos3/Ywhah/Pkd2/Cabp1/Nos1/Nipsnap2/Gnb2/Adcyap1r1/Itpr1/Calm3/Homer3/Cx3cl1/Jph3/Nedd4/Myo5a/Atp1b3/Trf/Gpd1l/Akap7/Gja1/Ank3/Atp2b1/Kcnip1/Vamp2/Inpp5k/Ywhae/Mllt6/Cacnb1/Stac2/Rgs9/Nherf1/Akap5/Akt1/Ryr2/Wnk2/Cntn1/Dlg1/Sik1/Trem2/Calm2/Kif5b/Bin1/Gnaq/Kcnip2/Fgf13/Fmr1/Plp1",62
"GO:0071805","potassium ion transmembrane transport","36/2039","212/28891",8.0498152712928e-07,2.12931251149916e-05,1.46430787740174e-05,"Atp1a4/Kcnj10/Kcnk2/Kcnj3/Stk39/Kcna4/Slc24a3/Kcnq2/Atp1a1/Kcna2/Kcnc4/Ank2/Pkd2/Gnb2/Kcnd2/Atp1a3/Kcng4/Nedd4/Atp1b3/Akap7/Ank3/Kcnip1/Vamp2/Ywhae/Kcnj16/Kcnf1/Wnk2/Hcn1/Kcnq3/Kcnk9/Dlg1/Trem2/Bin1/Slc12a2/Kcnip2/Slc9a6",36
"GO:0009914","hormone transport","57/2039","411/28891",8.06060406031713e-07,2.12931251149916e-05,1.46430787740174e-05,"Map4k4/Klf7/Irs1/Capn10/Cacna1e/Ildr2/Acvr1c/Rapgef4/Fbn1/Snap25/Myt1/Pex5l/Ensa/Stxbp3/Park7/Sri/Clock/Cplx1/Dynll1/Nos1/Trpv6/Rab11fip5/Tmf1/Itpr1/Raf1/Slco1c1/Arrb1/Pde3b/Brsk2/Rab3a/Myo5a/Gja1/Lrp1/Srebf1/Vamp2/Nlgn2/Doc2b/Rasl10b/Prkar1a/Eipr1/Gpld1/Glud1/Slc7a8/Oxct1/Ywhaz/Eny2/Adcy8/Pfkm/Abat/Kalrn/Adcy5/Stxbp5l/Itsn1/Abcg1/Rab11b/Kif5b/Gnaq",57
"GO:0007033","vacuole organization","37/2039","221/28891",8.14261606797924e-07,2.13168576703421e-05,1.46593994256657e-05,"Pikfyve/Atg16l1/Ralb/Creg1/Rab14/Atf2/Traf6/Vps16/Nsfl1c/Chmp4b/Trp53inp2/Chmp5/Npr2/Pink1/Atp13a2/Tbc1d14/Atp2a2/Gabarapl1/Myo7a/Vps35/Map1lc3b/Vps11/Ulk3/Hexa/Clvs2/Vps54/Becn1/Wipi1/Wdr45b/Pacs2/Lyst/Hexb/Snx18/Atp6v0c/Atg2a/Hps1/Tfe3",37
"GO:0050796","regulation of insulin secretion","37/2039","221/28891",8.14261606797924e-07,2.13168576703421e-05,1.46593994256657e-05,"Map4k4/Klf7/Irs1/Capn10/Cacna1e/Acvr1c/Rapgef4/Fbn1/Myt1/Ensa/Sri/Clock/Dynll1/Nos1/Itpr1/Arrb1/Pde3b/Brsk2/Gja1/Lrp1/Srebf1/Nlgn2/Doc2b/Prkar1a/Eipr1/Gpld1/Glud1/Oxct1/Eny2/Adcy8/Pfkm/Abat/Adcy5/Stxbp5l/Abcg1/Kif5b/Gnaq",37
"GO:0007041","lysosomal transport","26/2039","128/28891",8.55559346717923e-07,2.22980154738359e-05,1.53341322762319e-05,"Trak2/Vps16/Chmp4b/Chmp5/Pink1/Atp13a2/Rbsn/Ccdc91/Uevld/Lamp1/Vps35/Hspa8/Vps11/Nedd4/Trak1/Stx7/Lrp1/Vps54/Becn1/Gga3/Hgs/Lyst/Clec16a/Hspa1a/Bin1/Lamp2",26
"GO:0006633","fatty acid biosynthetic process","30/2039","161/28891",8.91006274717441e-07,2.31186428080019e-05,1.58984698562448e-05,"Acsl3/Gstp-ps/Acss1/Fabp5/Abcd3/Elovl6/Ubr4/Prxl2b/Insig1/Lias/Ptges3-ps/Mgll/Abhd2/Cbr4/Acsbg1/Myo5a/Elovl5/Scap/Ptges3/Srebf1/Alox12b/Acly/Qki/Abhd3/Gstp1/Fads2/Scd4/Scd1/Mid1ip1/Plp1",30
"GO:0099111","microtubule-based transport","37/2039","222/28891",9.11597474846457e-07,2.3548256894485e-05,1.61939113603372e-05,"Trak2/Map2/Arhgap21/Ccdc39/Trim46/Sfpq/Dynll1/Fuz/Dlg2/Caly/Lamp1/Pcm1/Hsbp1/Hspa8/Myo5a/Trak1/Ank3/Bloc1s1/Kif3a/Ubb/Kif1c/Flot2/Odad4/Nherf1/Klc1/Bloc1s5/Bicd2/BC048507/Nefl/Tuba1a/App/Sod1/Kif5b/Aqp4/Bbs1/Klc2/Fmr1",37
"GO:0009743","response to carbohydrate","37/2039","223/28891",1.01965986093536e-06,2.6223675190047e-05,1.80337709696614e-05,"Map4k4/Klf7/Cacna1e/Ildr2/Acvr1c/Thbs1/Myt1/Vcam1/Sesn2/Sri/Dynll1/Rab11fip5/Raf1/Igf1r/Arrb1/Pde3b/Brsk2/Gas6/Keap1/Lrp1/Xbp1/Rack1/Srebf1/Vamp2/Sarm1/Gpld1/Oxct1/Eny2/Adcy8/Adcy5/Abcg1/Rab11b/Trem2/Kif5b/Aqp4/Grk2/Gpam",37
"GO:0051084","'de novo' post-translational protein folding","13/2039","38/28891",1.05291273720941e-06,2.68423779905176e-05,1.8459246976404e-05,"Hspa5/Selenof/Hsph1/Ptges3-ps/Hspa8/Dnajb12/Cct2/Ptges3/Ero1a/Sdf2l1/H2-DMa/Hspa1b/Hspa1a",13
"GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","13/2039","38/28891",1.05291273720941e-06,2.68423779905176e-05,1.8459246976404e-05,"Fbxw7/Sfpq/Pink1/Park7/Fbxo7/Ppia/Rack1/P4hb/Bag5/Sod1/Sod2/Trem2/Nono",13
"GO:0050714","positive regulation of protein secretion","33/2039","188/28891",1.06447951834528e-06,2.70192670786946e-05,1.85808919129012e-05,"Capn10/Rapgef4/Golph3l/Wls/Atp13a2/Sri/Dynll1/Itpr1/Arrb1/Apbb1/Vps35/Gja1/Lrp1/Ppia/Myh10/Nlgn2/Doc2b/Myo18a/Prkar1a/Gpld1/Glud1/Oxct1/Golph3/Adcy8/Pfkm/Abat/Abcg1/Trem2/Myom1/Kif5b/Ier3ip1/Tmem132a/Gnaq",33
"GO:0031098","stress-activated protein kinase signaling cascade","41/2039","261/28891",1.19078502169818e-06,2.99961148723809e-05,2.06280417091759e-05,"Map4k4/Phlpp1/Fcgr2b/Gstp-ps/Stk39/Atf2/Traf6/Sirpa/Itch/Tnik/Rnf13/Pdcd10/Map3k7/Dnaja1/Zmpste24/Fgfr3/Hipk2/Mturn/Nr2c2/Zfp110/Igf1r/Taok2/Sash1/Ccn2/Ppia/Crk/Taok1/Map3k3/Akt1/Mapk8/Zfp622/Ptk2/Wnt7b/Map3k12/Mapk1/Dlg1/Usp25/App/Trem2/Gstp1/Map4k2",41
"GO:0043434","response to peptide hormone","55/2039","396/28891",1.19203471229742e-06,2.99961148723809e-05,2.06280417091759e-05,"Irs1/Capn10/Nucks1/Adipor1/Acvr1c/Rps6-ps4/Gatm/Car2/Rab13/Ahcyl1/Stxbp3/Map3k7/Npr2/Nr4a3/Sesn2/Insig1/Nos1/Atp2a2/Ywhag/Raf1/Igf1r/Inppl1/Pde3b/Tyk2/Pkm/Myo5a/Scap/Plcd1/Marcks/Atp2b1/Xbp1/Grb10/Srebf1/Vamp2/Inpp5k/Crk/Stat5a/Prkar1a/Grb2/Rab10/Srsf5/Akt1/Gpld1/Pik3r1/Adcy8/Ptk2/Adcy6/Mapk1/Opa1/Grk2/Esrra/Sorbs1/Chuk/Gpam/Nono",55
"GO:0034599","cellular response to oxidative stress","39/2039","243/28891",1.24596449812311e-06,3.12186297855912e-05,2.14687535389273e-05,"Gpr37l1/Ddr2/Atf2/Prr5l/Cat/Sirpa/Srxn1/Pdcd10/Sesn2/Selenon/Pink1/Atp13a2/Chchd2-ps/Park7/Nos3/Atp2a2/Gpr37/Mgst1/Axl/Rps3/Gsr/Nqo1/Keap1/Xbp1/Ppia/Pex13/Rack1/Kdm6b/Akt1/Mapk8/Mapk1/Sod1/Sod2/Tbc1d24/Epas1/Ppargc1b/Aldh3b1/Prdx5/Chuk",39
"GO:0090087","regulation of peptide transport","42/2039","271/28891",1.2751723682038e-06,3.18139157503154e-05,2.18781260113779e-05,"Map4k4/Klf7/Irs1/Capn10/Cacna1e/Acvr1c/Rapgef4/Fbn1/Myt1/Car2/Pex5l/Ensa/Sri/Clock/Dynll1/Nos1/Itpr1/Arrb1/Pde3b/Brsk2/Gja1/Lrp1/Srebf1/Nlgn2/Doc2b/Rasl10b/Prkar1a/Eipr1/Gpld1/Glud1/Oxct1/Eny2/Adcy8/Pfkm/Abat/Kalrn/Adcy5/Stxbp5l/Itsn1/Abcg1/Kif5b/Gnaq",42
"GO:1901019","regulation of calcium ion transmembrane transporter activity","21/2039","92/28891",1.3127780988115e-06,3.26127597483468e-05,2.24274833991805e-05,"Fkbp1a/S100a1/Ank2/Asph/Map3k7/Hpca/Selenon/Sri/Cacna2d1/Pkd2/Cabp1/Nipsnap2/Calm3/Jph3/Myo5a/Ywhae/Cacnb1/Stac2/Ryr2/Calm2/Fmr1",21
