"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005525","GTP binding","51/2017","363/28407",2.42380806840036e-06,6.00155954327827e-05,3.97682010307335e-05,"Agap1/Ralb/Tubb4b/Dnm1/Rab14/Mfn1/Gucy1b1/Rab13/Gbp5/Npr2/Gnl2/Gnai1/Rasl11b/Rasl11a/Suclg2/Bms1/Fkbp4/Rasl2-9/Arhgap35/Lrrk1/Rab3a/Gtpbp3/Tubb3/Rab3d/Eef1a1/Arl1/Septin8/Rasd1/Drg2/Rasl10b/Tubg1/Rab10/Arhgap5/Hsp90aa1/Gtpbp4/Tubb2a/Arl10/Glud1/Arf3/Tuba1b/Tuba1a/Tuba1c/Opa1/Arl6/Rab11b/Gnl1/Hsp90ab1/Gnaq/Septin6/Rap2c/Rragb",51
"GO:0001664","G protein-coupled receptor binding","48/2017","335/28407",2.73026514122822e-06,6.61653616140202e-05,4.38432274638441e-05,"Usp20/Dnm1/Itch/S1pr1/Wls/Dnaja1/Cort/Gnai1/Grk3/Cabp1/Atp2a2/Wnt5b/Tulp3/Calm3/Atp1a3/Shank1/Arrb1/Homer3/Vps35/Cx3cl1/Tsnax/Tyk2/Hspa8/Zbtb16/Nedd4/Usp4/Cx3cr1/Palm/Hba-a2/Ppp2ca/Gria1/Wnt9a/Nsf/Nherf1/Akap5/Cxcl14/Wnt7b/Tafa5/Shank3/Dvl3/App/Hspa1b/Hspa1a/Calm2/Grk2/Bbs1/Gnaq/Gprasp2",48
"GO:0022804","active transmembrane transporter activity","58/2017","435/28407",2.79253460834302e-06,6.62645191438062e-05,4.39089323285514e-05,"Atp6v1h/Slc39a10/Slc4a3/Slc41a1/Atp1a4/Ndufs3/Slc30a4/Slc20a1/Slc23a2/Slc24a3/Atp5f1e/Atp1a1/Slc6a17/Abcd3/Slc44a5/Slc44a1/Uqcrh/Atp13a2/Slc30a9/Slc4a4/Atp2a2/Slc6a11/Slc6a1/Atp6v1e1/Slco1c1/Atp1a3/Slco2b1/Atp13a1/Slc36a4/Abcg4/Atp1b3/Atp2c1/Slc38a3/Atp2b1/Slc1a4/Atp2a3/Abcc3/Abca5/Slc26a4/Abcd4/Slc35b3/Slc4a7/Slc7a8/Ank/Atp6v1c1/Slc4a8/Atp13a4/Atp13a3/Slc15a2/Atp6v1a/Atp6v0c/Abcg1/Atp6v1g2/Slc39a6/Ndufa2/Slc12a2/Ndufs8/Slc9a6",58
"GO:1990782","protein tyrosine kinase binding","25/2017","128/28407",3.24943398428693e-06,7.55327613898533e-05,5.00503580393927e-05,"Irs1/Ptpn14/Lrp4/Sirpa/Elmo2/Map3k7/Sh2b3/Ywhag/Fiz1/Cadm4/Gab2/Gas6/Gja1/Rnf41/Rack1/Crk/Grb2/Dock4/Hsp90aa1/Ntrk2/Pik3r1/Crkl/Trem2/Nr3c1/Pitpnm1",25
"GO:0008013","beta-catenin binding","21/2017","97/28407",3.57577702768204e-06,8.14562006905969e-05,5.39754132389058e-05,"Amer3/Nos3/Ctnna2/Bcl9l/Rora/Gja1/Specc1l/Prmt2/Apc2/Kdm6b/Axin2/Sox9/Nherf1/Chd8/Amer2/Ctnnd2/Dvl3/Nherf2/Tcf4/Med12/Shroom2",21
"GO:0022853","active monoatomic ion transmembrane transporter activity","37/2017","234/28407",3.78920510084136e-06,8.46255805854571e-05,5.60755429783954e-05,"Atp6v1h/Slc39a10/Slc4a3/Slc41a1/Atp1a4/Slc20a1/Slc23a2/Slc24a3/Atp5f1e/Atp1a1/Uqcrh/Atp13a2/Slc4a4/Atp2a2/Slc6a11/Slc6a1/Atp6v1e1/Atp1a3/Atp13a1/Atp1b3/Atp2c1/Slc38a3/Atp2b1/Atp2a3/Slc26a4/Slc4a7/Atp6v1c1/Slc4a8/Atp13a4/Atp13a3/Slc15a2/Atp6v1a/Atp6v0c/Atp6v1g2/Slc39a6/Slc12a2/Slc9a6",37
"GO:0042578","phosphoric ester hydrolase activity","49/2017","350/28407",4.18244392260415e-06,9.16116082278101e-05,6.07047022774732e-05,"Phlpp1/Ptpn14/Cdc25b/Gpcpd1/Plcb4/Ppp1r3d/Atp1a1/Bpnt2/Ptprd/Eya3/Alpl/Plch2/Gnb1/Ssu72/Ppp1cc/Ptprz1/Ptpro/Ptprh/Pde8a/Inppl1/Smpd1/Pde3b/Ppp1ccb/Ppp4c/Dusp8/Plpp5/Mtmr2/Plppr2/Cdc25a/Plcd1/Smpd2/Smpdl3a/Tns3/Ppp2ca/Inpp5k/Ssh2/Dusp14/Gdpd1/Ppm1e/Mtmr4/Pld4/Gpld1/Ptk2/Ptp4a3/Ppm1f/Synj2/Ppp2r1a/Ssh3/Gnaq",49
"GO:1901981","phosphatidylinositol phosphate binding","33/2017","199/28407",4.39089487227798e-06,9.43628162174458e-05,6.25277383003638e-05,"Amer3/Plekhb2/Rcsd1/Pfn2/Golph3l/Atp13a2/Arap2/Exoc1/Hip1r/Adap1/Syt5/Gab2/Inppl1/Osbpl5/Arhgap32/Plcd1/Clvs2/Syt1/Arhgap9/Wipi1/Exoc7/Wdr45b/Akt1/Snx18/Hcn1/Amer2/Golph3/Myo10/Vps13b/Asap1/Twf1/Atg2a/Apba1",33
"GO:0035254","glutamate receptor binding","18/2017","76/28407",4.58309970521362e-06,9.6669454893302e-05,6.40561888623424e-05,"Gria2/Cabp1/Shisa7/Calm3/Eml2/Shank1/Shank2/Homer3/Nedd4/Gria1/Flot2/Nsf/Nherf1/Akap5/Shank3/Dlg1/Ube2i/Calm2",18
"GO:0001786","phosphatidylserine binding","17/2017","69/28407",4.72128705107517e-06,9.77735627486293e-05,6.47878050836535e-05,"Syt13/Thbs1/Cpne1/Syt11/Scarb1/Syt5/Axl/Mfge8/Osbpl5/Gas6/Hspa8/Marcks/Syt1/Cd300a/Asap1/Adgrb1/Trem2",17
"GO:0098918","structural constituent of synapse","12/2017","37/28407",5.51871230572719e-06,0.00011224666636113,7.4378133894857e-05,"Rims1/Actb/Shank1/Dlg2/Shank2/Camk2b/Actg1/Nefl/Ctnnd2/Shank3/Dlg1/Ina",12
"GO:0003924","GTPase activity","44/2017","305/28407",5.84056273296247e-06,0.000115530330325305,7.65539918148363e-05,"Agap1/Ralb/Tubb4b/Tmem250-ps/Dnm1/Rab14/Mfn1/Gnb4/Rab13/Gbp5/Gnb1/Gnai1/Rasl11b/Gnb2/Rasl11a/Bms1/Rasl2-9/Arhgap35/Rab3a/Gtpbp3/Tubb3/Rab3d/Eef1a1/Arl1/Gm12185/Septin8/Rasd1/Drg2/Rasl10b/Rab10/Arhgap5/Gtpbp4/Tubb2a/Arl10/Arf3/Tuba1b/Opa1/Arl6/Rab11b/Gnl1/Gnaq/Septin6/Rap2c/Rragb",44
"GO:0140662","ATP-dependent protein folding chaperone","10/2017","26/28407",5.88301945466873e-06,0.000115530330325305,7.65539918148363e-05,"Hspa5/Hspa4l/Cct3/Hsph1/Hspa8/Hyou1/Cct2/Hsp90aa1/Cct8/Hsp90ab1",10
"GO:0120013","lipid transfer activity","14/2017","50/28407",6.50063230101072e-06,0.000125495257472054,8.31570626195305e-05,"Prelid3b/Scp2/Cptp/Pitpnb/Osbpl5/Star/Tnfaip8l3/Pitpna/Pitpnc1/Npc2/Prelid1/Abcg1/Pitpnm1/Atg2a",14
"GO:0019001","guanyl nucleotide binding","52/2017","387/28407",7.16822722108352e-06,0.000133846078767445,8.86905766612059e-05,"Agap1/Ralb/Tubb4b/Dnm1/Rab14/Mfn1/Gucy1b1/Rab13/Gbp5/Npr2/Gnl2/Gnai1/Rasl11b/Prkg2/Rasl11a/Suclg2/Bms1/Fkbp4/Rasl2-9/Arhgap35/Lrrk1/Rab3a/Gtpbp3/Tubb3/Rab3d/Eef1a1/Arl1/Septin8/Rasd1/Drg2/Rasl10b/Tubg1/Rab10/Arhgap5/Hsp90aa1/Gtpbp4/Tubb2a/Arl10/Glud1/Arf3/Tuba1b/Tuba1a/Tuba1c/Opa1/Arl6/Rab11b/Gnl1/Hsp90ab1/Gnaq/Septin6/Rap2c/Rragb",52
"GO:0032561","guanyl ribonucleotide binding","52/2017","387/28407",7.16822722108352e-06,0.000133846078767445,8.86905766612059e-05,"Agap1/Ralb/Tubb4b/Dnm1/Rab14/Mfn1/Gucy1b1/Rab13/Gbp5/Npr2/Gnl2/Gnai1/Rasl11b/Prkg2/Rasl11a/Suclg2/Bms1/Fkbp4/Rasl2-9/Arhgap35/Lrrk1/Rab3a/Gtpbp3/Tubb3/Rab3d/Eef1a1/Arl1/Septin8/Rasd1/Drg2/Rasl10b/Tubg1/Rab10/Arhgap5/Hsp90aa1/Gtpbp4/Tubb2a/Arl10/Glud1/Arf3/Tuba1b/Tuba1a/Tuba1c/Opa1/Arl6/Rab11b/Gnl1/Hsp90ab1/Gnaq/Septin6/Rap2c/Rragb",52
"GO:0045309","protein phosphorylated amino acid binding","16/2017","64/28407",7.29422713884587e-06,0.000134002011470088,8.87939025221135e-05,"Irs1/Sirpa/Fbxw7/Shb/Ywhag/Arrb1/Nedd4/Leo1/Grb10/Crk/Ywhae/Grb2/Pik3r1/Ywhaz/Mapk1/Crkl",16
"GO:0051287","NAD binding","16/2017","65/28407",9.04222939511293e-06,0.000163477766365613,0.000108325454908872,"Uxs1/Aox1/Ahcy/Phgdh/Ctbp1/Qdpr/Gapdh/Ldhb/Ldha/Idh2/Gpd1l/Mdh1/Glud1/Ahcyl/Me2/Aldh1a1",16
"GO:0120014","phospholipid transfer activity","9/2017","22/28407",9.58012466683649e-06,0.000170496281180106,0.000112976141219108,"Prelid3b/Scp2/Cptp/Pitpnb/Tnfaip8l3/Pitpna/Pitpnc1/Prelid1/Pitpnm1",9
"GO:0016209","antioxidant activity","19/2017","89/28407",1.26946559620783e-05,0.000222449432935495,0.000147401916191257,"Prdx6/Gstp-ps/Cat/Srxn1/Selenof/Sesn2/Park7/Prxl2b/Mgst1/Hbb-bs/Gsr/Nqo1/Hba-a2/Nxn/Prxl2a/Sod1/Sod2/Gstp1/Prdx5",19
"GO:0050839","cell adhesion molecule binding","43/2017","306/28407",1.43683114968939e-05,0.000247962224166093,0.000164307485538643,"Pkp4/Itgav/Thbs1/Fbn1/Sirpa/Cdh4/Lama5/Vcam1/Ptprd/Isg15/Nos3/Ptprz1/Ptn/Ctnna2/Clstn3/Ptpro/Ptprh/Mfge8/Tenm4/Cd81/Calr/Cx3cl1/Cadm1/Sema7a/Utrn/Ccn2/Ank3/Ppia/Nlgn2/P4hb/Akap5/Emb/Cdh6/Ctnnd2/Ptk2/Cntn1/Arvcf/Itgb5/Nectin3/App/Nrxn1/Fgf1/Shtn1",43
"GO:0043130","ubiquitin binding","20/2017","99/28407",1.80196287398267e-05,0.000303341203715047,0.000201003320607818,"Marchf7/Nsfl1c/Trp53inp2/Fbxw7/Map3k7/Trim32/Usp5/Nup62/Uevld/Bub3/Amfr/Sprtn/Nedd4/Fbxo7/Gga3/Hgs/Vps28/Rnf168/Dhx16/Otub1",20
"GO:0016755","aminoacyltransferase activity","59/2017","473/28407",1.81099226098536e-05,0.000303341203715047,0.000201003320607818,"Cul3/Asb1/Hdac4/Mdm4/Rnf208/Traf6/Itch/Nhlrc3/Rnf13/Fbxw7/Rnf20/Trim32/Ubr4/Fbxo2/Ube2j2/Ube2k/Lnx1/Fbxw8/Klhl42/Ube2s/Qpctl/Trim12a/Trim3/Rnf141/Kctd13/Ate1/Amfr/Med17/Vps11/Ube2q2/Nedd4/Trim71/Ggt5/Sumo3/Cdc34/Rnf41/Gid4/Trim37/Cdc34b/Sumo2/Trim65/Rnf113a2/Arel1/Ercc8/Zmiz1/Rnf168/Ttc3/Ube2i/Marchf2/Ring1/Rbx1-ps/Trim39/Mib1/Malt1/Ark2c/Trim8/Xiap/Med12/Huwe1",59
"GO:0008526","phosphatidylinositol transfer activity","6/2017","10/28407",2.08139465126657e-05,0.000343580943158351,0.00022766742409735,"Scp2/Pitpnb/Tnfaip8l3/Pitpna/Pitpnc1/Pitpnm1",6
"GO:0019902","phosphatase binding","36/2017","243/28407",2.21865423418752e-05,0.000361006738962799,0.000239214298633452,"Sirpa/Ppp1r3d/Grin3a/Mast2/Ppp1cc/Itpr1/Ppp6r1/Cadm4/Dlg2/Gab2/Ppme1/Tbk1/Sfi1/Rack1/Ppp2ca/Kif3a/Ywhae/Mtmr4/Cd300a/Nherf1/Grb2/Akap5/Hsp90aa1/Akt1/Phactr1/Pik3r1/Mapk8/Adcy8/Ptk2/Nptxr/Mapk1/Dlg1/Sod1/Nherf2/Cdc5l/Fmr1",36
"GO:0015079","potassium ion transmembrane transporter activity","27/2017","160/28407",2.27674917413361e-05,0.000365241874554674,0.000242020631260756,"Atp1a4/Kcnj10/Kcnk2/Kcnj3/Kcna4/Snap25/Slc24a3/Kcnq2/Gria2/Atp1a1/Kcna2/Kcnc4/Pkd2/Kcnd2/Atp1a3/Kcng4/Grik4/Atp1b3/Kcnip1/Kcnj16/Kcnf1/Hcn1/Kcnq3/Kcnk9/Slc12a2/Kcnip2/Slc9a6",27
"GO:0005261","monoatomic cation channel activity","44/2017","322/28407",2.31848754630819e-05,0.000366771849339587,0.000243034440161253,"Cacna1e/Kcnj10/Kcnk2/Atp5f1c/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Slc24a3/Atp5f1e/Kcnq2/Pex5l/Gria2/Chrnb2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Pkd2/Atp5me/Orai2/Atp5mf/Kcnd2/Trpv6/Itpr1/Cacna2d4/Grin2d/Gpm6a/Kcng4/Grik4/Kcnip1/Asic2/Cacnb1/Kcnj16/Kcnf1/Ryr2/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Scn8a/Atp6v1a/Kcnip2",44
"GO:0097718","disordered domain specific binding","11/2017","36/28407",2.56632445899024e-05,0.000400416925861627,0.000265328714793944,"Gapdh/Keap1/Myo5a/Gja1/Cltc/Hsp90aa1/Gapdhrt/Ap2m1/Hspa1a/Hsp90ab1/Gapdh-ps15",11
"GO:0001540","amyloid-beta binding","16/2017","71/28407",2.97657519927621e-05,0.000455830072601793,0.00030204719010719,"Fcgr2b/Gria2/Lrp8/Dlgap3/Fbxo2/Clstn1/Scarb1/Clstn3/Atp1a3/Apbb1/Apba3/Gria1/Pfdn5/Trem2/Apba1/Gprasp2",16
"GO:0099106","ion channel regulator activity","24/2017","136/28407",3.0015149644543e-05,0.000455830072601793,0.00030204719010719,"Kcnk2/Ensa/Ank2/Ywhah/Cabp1/Nos1/Gnb2/Itpr1/Nedd4/Gpd1l/Stx7/Kcnip1/Rack1/Ywhae/Nherf1/Akt1/Gpld1/Wnk2/Lynx1/Dlg1/Calm2/Nrxn1/Kcnip2/Fgf13",24
"GO:0005096","GTPase activator activity","35/2017","238/28407",3.35144098629288e-05,0.000502275168866789,0.000332823156118005,"Prex2/Adgrb3/Agap1/Arhgap21/Chn1/Prex1/Arhgef10l/Arhgef19/Tbc1d14/Arap2/Rasal1/Adap1/Arhgap35/Arrb1/Arhgap32/Dock3/Stxbp5/Arhgap9/Tbc1d9b/Llgl1/Arhgap44/Rap1gap2/Sgsm2/Rgs9/Tbc1d16/Dock4/Arhgap5/Asap1/Prr5/Stxbp5l/Tbc1d24/Tbc1d22b/Gnaq/Arhgap4/Gdi1",35
"GO:0008179","adenylate cyclase binding","7/2017","15/28407",3.48363309228785e-05,0.000515306245729333,0.000341457953133341,"Adcyap1r1/Raf1/Calm3/Gria1/Akap5/Adcy5/Calm2",7
"GO:0051087","protein-folding chaperone binding","27/2017","164/28407",3.5732683735174e-05,0.000521788804799528,0.000345753498490145,"Fkbp1a/Atp1a1/Dnaja1/Dnajc8/Gpr37/Atp1a3/Nup62/Rps3/Amfr/Hspa8/Cdc25a/Dnajb12/Ptges3/Ahsa1/Bag5/Dnajc3/Sdf2l1/App/Sod1/H2-D1/Bin1/Fgf1/Nr3c1/Hspe1-rs1/Slc12a2/Stip1/Ubl4a",27
"GO:0051082","unfolded protein binding","18/2017","88/28407",3.90921376693575e-05,0.000560452257545454,0.0003713731053649,"Hspa5/Cct3/Dnaja1/Ptges3-ps/Serpinh1/Pet100/Calr/Hspa8/Cct2/Ptges3/Nudcd3/Hsp90aa1/Tbce/Pfdn5/Cct8/Hspa1b/Hspa1a/Hsp90ab1",18
"GO:0030165","PDZ domain binding","22/2017","121/28407",3.95571721052607e-05,0.000560452257545454,0.0003713731053649,"Gria2/Gng5/Lpar1/Dlgap3/Ctbp1/Lnx1/Gpr37/Dlg2/Plekha2/Ushbp1/Cadm1/Gja1/Atp2b1/Gria1/Srr/Nsf/Nherf1/Dock4/Adgrb1/Dlg1/Crim1/Apba1",22
"GO:0016922","nuclear receptor binding","26/2017","156/28407",3.98565696761912e-05,0.000560452257545454,0.0003713731053649,"Gtf2b/Nr4a3/Kdm4c/Thrap3/Park7/Ywhah/Slc30a9/Ddx54/Tmf1/Fkbp4/Gtf2h1/Arrb1/Tacc1/Calr/Med17/Prmt2/Zbtb7a/Smarce1/Wipi1/Sumo2/Wbp2/Pik3r1/Ets2/Taf7/Ppargc1b/Med12",26
"GO:0098919","structural constituent of postsynaptic density","6/2017","11/28407",4.30264487365607e-05,0.000597647867206617,0.000396020073737022,"Shank1/Dlg2/Shank2/Ctnnd2/Shank3/Dlg1",6
"GO:0019787","ubiquitin-like protein transferase activity","56/2017","457/28407",4.80003045129561e-05,0.000658702973979,0.000436477087327705,"Cul3/Asb1/Hdac4/Mdm4/Rnf208/Traf6/Itch/Nhlrc3/Rnf13/Fbxw7/Rnf20/Trim32/Ubr4/Fbxo2/Ube2j2/Ube2k/Lnx1/Fbxw8/Klhl42/Ube2s/Trim12a/Trim3/Rnf141/Kctd13/Amfr/Med17/Vps11/Ube2q2/Nedd4/Trim71/Sumo3/Cdc34/Rnf41/Gid4/Trim37/Cdc34b/Sumo2/Trim65/Rnf113a2/Arel1/Ercc8/Zmiz1/Rnf168/Ttc3/Ube2i/Marchf2/Ring1/Rbx1-ps/Trim39/Mib1/Malt1/Ark2c/Trim8/Xiap/Med12/Huwe1",56
"GO:0022843","voltage-gated monoatomic cation channel activity","24/2017","143/28407",6.92272903358538e-05,0.000938689091577827,0.000622004601137934,"Cacna1e/Kcnj10/Kcnk2/Kcnj3/Itgav/Kcna4/Snap25/Kcnq2/Kcna2/Kcnc4/Cacna2d1/Pkd2/Kcnd2/Cacna2d4/Grin2d/Kcng4/Cacnb1/Kcnj16/Kcnf1/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Kcnip2",24
"GO:0004721","phosphoprotein phosphatase activity","26/2017","162/28407",7.6693404801716e-05,0.00102769162434299,0.000680980448827621,"Phlpp1/Ptpn14/Cdc25b/Ppp1r3d/Ptprd/Eya3/Ssu72/Ppp1cc/Ptprz1/Ptpro/Ptprh/Ppp1ccb/Ppp4c/Dusp8/Cdc25a/Tns3/Ppp2ca/Ssh2/Dusp14/Ppm1e/Mtmr4/Ptk2/Ptp4a3/Ppm1f/Ppp2r1a/Ssh3",26
"GO:0042277","peptide binding","47/2017","370/28407",7.92446908052526e-05,0.00104953142822305,0.000695452182464701,"Gpr37l1/Fcgr2b/Sec61a2/Srp14/Gss/Pex5l/Gria2/Npr2/Lrp8/Dlgap3/Kpna6/Fbxo2/Clstn1/Cabp1/Rplp0/Scarb1/Gpr37/Adcyap1r1/Clstn3/Atp1a3/Igf1r/Apbb1/Calr/Tnpo2/Tubb3/Hspa8/Nktr/Thop1/Apba3/Ppia/Pex13/Gria1/Cltc/Kpnb1/Ramp2/Nfkbia/Pik3r1/Pfdn5/Ap2m1/H2-DMa/H2-D1/Hsp90ab1/Trem2/Csnk1a1/Rps6kb2/Apba1/Gprasp2",47
"GO:0072341","modified amino acid binding","18/2017","93/28407",8.38307770494929e-05,0.00109750867884336,0.00072724340162718,"Syt13/Thbs1/Cpne1/Syt11/Mthfr/Scarb1/Syt5/Axl/Mfge8/Osbpl5/Gas6/Hspa8/Marcks/Syt1/Cd300a/Asap1/Adgrb1/Trem2",18
"GO:0019903","protein phosphatase binding","29/2017","191/28407",8.56261408872799e-05,0.00109823016929312,0.000727721483649711,"Sirpa/Ppp1r3d/Grin3a/Ppp1cc/Itpr1/Ppp6r1/Cadm4/Dlg2/Gab2/Ppme1/Tbk1/Rack1/Ppp2ca/Kif3a/Ywhae/Mtmr4/Grb2/Akap5/Hsp90aa1/Akt1/Phactr1/Pik3r1/Mapk8/Adcy8/Ptk2/Nptxr/Sod1/Cdc5l/Fmr1",29
"GO:0030507","spectrin binding","10/2017","34/28407",8.5921570387027e-05,0.00109823016929312,0.000727721483649711,"Sptan1/Ank2/Epb41/Gnb1/Myo7a/Epb41l2/Ank3/Dctn2/Kif3a/Myo10",10
"GO:0016247","channel regulator activity","24/2017","145/28407",8.67785032804048e-05,0.00109823016929312,0.000727721483649711,"Kcnk2/Ensa/Ank2/Ywhah/Cabp1/Nos1/Gnb2/Itpr1/Nedd4/Gpd1l/Stx7/Kcnip1/Rack1/Ywhae/Nherf1/Akt1/Gpld1/Wnk2/Lynx1/Dlg1/Calm2/Nrxn1/Kcnip2/Fgf13",24
"GO:0005085","guanyl-nucleotide exchange factor activity","30/2017","201/28407",8.98088303238603e-05,0.00112409074438326,0.000744857505404371,"Prex2/Arhgef4/Eef1b2/Ngef/Rapgef4/Prex1/Dennd4b/Dock7/Arhgef10l/Arhgef19/Iqsec1/Iqsec3/Cyth2/Dock1/Mcf2l/Arhgef10/Dock3/Arhgef25/Cyth1/Dock4/Rapgef5/Rasgrf2/Wdr41/Arhgef28/Sh3bp5/Farp1/Kalrn/Itsn1/Ric1/Hps1",30
"GO:0030276","clathrin binding","15/2017","70/28407",9.6787640132738e-05,0.00119827306642596,0.000794013020310906,"Lmbrd1/Syt13/Syt11/Hip1r/Ap1s1/Syt5/Epn1/Ap2s1/Ap2a1/Arrb1/Caly/Syt1/Lrp1/Cltc/Ap2m1",15
"GO:0005216","monoatomic ion channel activity","53/2017","437/28407",9.86622274789919e-05,0.00120834706557604,0.000800688365618983,"Cacna1e/Kcnj10/Kcnk2/Atp5f1c/Clic3/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Slc24a3/Atp5f1e/Kcnq2/Pex5l/Gria2/Glrb/Chrnb2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Gabrg1/Pkd2/Lrrc8b/Atp5me/Orai2/Ttyh3/Atp5mf/Kcnd2/Trpv6/Itpr1/Cacna2d4/Grin2d/Gpm6a/Kcng4/Grik4/Slc1a4/Kcnip1/Gabrb2/Gria1/Asic2/Cacnb1/Kcnj16/Kcnf1/Ryr2/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Apol8/Scn8a/Atp6v1a/Kcnip2",53
"GO:0051018","protein kinase A binding","13/2017","56/28407",0.000117990985746674,0.00142969928473895,0.00094736323382268,"Pkia/Nbea/Rab13/Dact3/Rps3/Akap7/Gria1/Prkar1a/Sox9/Akap5/Gskip/Ryr2/Akap17b",13
"GO:0050750","low-density lipoprotein particle receptor binding","9/2017","29/28407",0.000122392283176633,0.00145213344310609,0.000962228805237343,"Lancl1/Dnaja1/Lrpap1/Ap2a1/Syt1/Cltc/Ap2m1/App/Nherf2",9
"GO:0140318","protein transporter activity","9/2017","29/28407",0.000122392283176633,0.00145213344310609,0.000962228805237343,"Lmbrd1/Sec61a2/Igf1r/Atp13a1/Timm29/Sec63/Pex13/Timm23/Timm17b",9
"GO:0004842","ubiquitin-protein transferase activity","52/2017","431/28407",0.000130279467455759,0.00152977642713515,0.00101367746246098,"Cul3/Asb1/Mdm4/Rnf208/Traf6/Itch/Nhlrc3/Rnf13/Fbxw7/Rnf20/Trim32/Ubr4/Fbxo2/Ube2j2/Ube2k/Lnx1/Fbxw8/Klhl42/Ube2s/Trim12a/Trim3/Rnf141/Kctd13/Amfr/Med17/Vps11/Ube2q2/Nedd4/Trim71/Cdc34/Rnf41/Gid4/Trim37/Cdc34b/Trim65/Rnf113a2/Arel1/Ercc8/Rnf168/Ttc3/Ube2i/Marchf2/Ring1/Rbx1-ps/Trim39/Mib1/Malt1/Ark2c/Trim8/Xiap/Med12/Huwe1",52
"GO:0031386","protein tag activity","6/2017","13/28407",0.000141138103242306,0.00160756299592986,0.00106522126341824,"Isg15/Uba52/Sumo3/Rps27a/Ubb/Sumo2",6
"GO:0098879","structural constituent of postsynaptic specialization","6/2017","13/28407",0.000141138103242306,0.00160756299592986,0.00106522126341824,"Shank1/Dlg2/Shank2/Ctnnd2/Shank3/Dlg1",6
"GO:0141047","molecular tag activity","6/2017","13/28407",0.000141138103242306,0.00160756299592986,0.00106522126341824,"Isg15/Uba52/Sumo3/Rps27a/Ubb/Sumo2",6
"GO:0005244","voltage-gated monoatomic ion channel activity","29/2017","197/28407",0.000149106511374603,0.00168150808371953,0.00111421957952674,"Cacna1e/Kcnj10/Kcnk2/Clic3/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Kcnq2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Pkd2/Kcnd2/Cacna2d4/Grin2d/Kcng4/Kcnip1/Cacnb1/Kcnj16/Kcnf1/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Scn8a/Kcnip2",29
"GO:0035255","ionotropic glutamate receptor binding","12/2017","50/28407",0.000152467535866251,0.00170255415050647,0.00112816535826731,"Gria2/Shisa7/Eml2/Shank1/Shank2/Nedd4/Gria1/Flot2/Nsf/Shank3/Dlg1/Ube2i",12
"GO:0022832","voltage-gated channel activity","29/2017","198/28407",0.000163047039699403,0.00180301532250117,0.00119473405686737,"Cacna1e/Kcnj10/Kcnk2/Clic3/Kcnj3/Scn3a/Itgav/Kcna4/Snap25/Kcnq2/Kcna2/Kcnc4/Grin3a/Cacna2d1/Pkd2/Kcnd2/Cacna2d4/Grin2d/Kcng4/Kcnip1/Cacnb1/Kcnj16/Kcnf1/Hcn1/Cacna2d3/Kcnq3/Kcnk9/Scn8a/Kcnip2",29
"GO:0051879","Hsp90 protein binding","12/2017","51/28407",0.000186611414323655,0.00204375385494849,0.00135425489949454,"Npas2/Gucy1b1/Nos3/Ptges3-ps/Nup62/Rps3/Ptges3/Kpnb1/Ahsa1/Nr3c1/Slc12a2/Stip1",12
"GO:0005319","lipid transporter activity","27/2017","181/28407",0.000198746899920644,0.00215593065723441,0.00142858673927922,"Prelid3b/Fabp5/Atp11b/Abcd3/Scp2/Fabp3/Cptp/Pitpnb/Slco1c1/Slco2b1/Osbpl5/Atp11a/Star/Abcg4/Tnfaip8l3/Plscr3/Pitpna/Abcc3/Pitpnc1/Abca5/Abcd4/Npc2/Prelid1/Abcg1/Atp9b/Pitpnm1/Atg2a",27
"GO:0004016","adenylate cyclase activity","7/2017","19/28407",0.000211797639661335,0.00227582558088925,0.00150803284644664,"Gucy1b1/Npr2/Adcy1/Adcy8/Adcy6/Adcy9/Adcy5",7
"GO:0009975","cyclase activity","8/2017","25/28407",0.000230452940885019,0.00244826438577333,0.00162229616431725,"Gucy1b1/Rtca/Npr2/Adcy1/Adcy8/Adcy6/Adcy9/Adcy5",8
"GO:0055105","ubiquitin-protein transferase inhibitor activity","6/2017","14/28407",0.000232144472048744,0.00244826438577333,0.00162229616431725,"Rps20/Rpl11/Rpl37rt/Rps7/Rpl37/Otub1",6
"GO:0036002","pre-mRNA binding","10/2017","38/28407",0.000238520860511661,0.00248089036830531,0.00164391515556112,"Elavl4/Slbp/Hnrnpa2b1/Hnrnpl/Prpf8/Sox9/Srsf2/Prpf39/Celf4/Rbm22",10
"GO:0042169","SH2 domain binding","11/2017","45/28407",0.000239594328809117,0.00248089036830531,0.00164391515556112,"Irs1/Afap1/Nup62/Inppl1/Ctr9/Rack1/Crk/Arhgap5/Ptk2/Syngr3/Syp",11
