	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Gm25066	0	0	0	0	0	0	0	0	0
Gm42845	0	0	0	0	0	0	0	0	0
Gm24314	0	0	0	0	0	0	0	0	0
Csn1s2a	0	0	0	0	0	0	0	0	0
Csn1s2b	0	0	0	0	0	0	0	0	0
Prr27	0	0	0	0	0	0	0	0	0
Gm42794	0	0	0	0	0	0	0	0	0
Gm7337	0	0	0	0	0	0	0	0	0
Odam	0	0	0	0	0	0	0	0	0
1700066N21Rik	0	0	0	0	0	0	0	0	0
BC037156	0	0	0	0	0	0	0	0	0
Csn3	0	0	0	0	0	0	0	0	0
BC051076	0	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0	0
Gm28434	0	0	0	0	0	0	0	0	0
Cabs1	0	0	0	0	0	0	0	0	0
Smr3a	0	0	0	0	0	0	0	0	0
Gm7709	0	0	0	0	0	1	0	0	0
Gm42623	0	0	0	0	0	0	0	0	0
Smr2	0	0	0	0	0	0	0	0	0
Gm42622	0	0	0	0	0	0	0	0	0
Gm42621	0	0	0	0	0	0	0	0	0
Gm42164	0	0	0	0	0	0	0	0	0
Gm7048	0	0	0	0	0	0	0	0	0
Smr2l	0	0	0	0	0	0	0	0	0
Prol1	0	0	0	0	0	0	0	0	0
Amtn	0	0	0	0	0	0	0	0	0
Gm43431	0	0	0	0	0	0	0	0	0
Gm7721	0	1	0	0	0	0	1	0	0
Ambn	1	0	0	0	0	0	0	0	0
Enam	0	0	0	0	0	0	0	0	0
Jchain	0	0	0	0	1	0	0	0	0
Gm43432	0	0	0	0	0	0	0	0	0
Utp3	7	5	2	11	6	3	2	1	3
Gm57272	0	0	0	0	0	0	0	0	0
Rufy3	40	61	26	43	62	10	15	12	15
Grsf1	15	28	19	21	36	10	3	7	11
Gm57324	0	1	0	1	0	0	0	0	0
Mob1b	2	9	13	0	9	0	2	0	2
Gm15682	1	6	11	5	10	1	6	2	4
Dck	2	3	3	1	4	0	1	0	2
Gm42912	0	0	0	0	0	0	0	0	0
Gm42911	0	0	0	0	0	0	0	0	0
Mkrn1-ps1	3	1	0	0	2	0	1	0	2
Slc4a4	42	96	67	50	86	16	11	20	18
Gm57322	0	0	0	0	0	0	0	0	0
Gc	0	0	0	0	0	0	0	0	0
Gm6366	0	0	0	0	0	0	0	0	0
Gm43515	0	0	0	0	0	0	0	0	0
Npffr2	0	0	0	0	0	0	0	0	0
Adamts3	3	6	3	5	3	1	0	1	1
Gm55953	0	0	0	0	0	0	0	0	0
Gm25758	0	0	0	0	0	0	0	0	0
Eif5al3-ps	3	3	4	0	2	3	6	2	1
Cox18	2	4	2	2	8	0	2	2	0
Ankrd17	21	46	33	22	53	16	14	10	15
Gm9958	0	0	0	0	0	0	0	0	1
Gm43363	0	0	0	0	0	0	0	0	0
Alb	0	0	0	0	0	0	0	0	0
Afp	0	0	0	0	0	0	0	0	0
Gm43449	0	0	0	0	0	0	0	0	0
Afm	0	0	0	0	0	0	0	0	0
Gm42109	0	0	0	0	0	0	0	0	0
Gm2602	0	0	0	0	1	0	0	0	0
Albfm1	0	0	0	0	0	0	0	0	0
Rassf6	0	1	0	0	0	0	0	0	0
Gm43090	0	0	0	0	0	0	0	0	0
Cxcl5	0	0	0	0	0	0	0	0	0
Ppbp	0	0	0	0	0	0	0	0	0
Pf4	0	0	0	0	0	0	0	0	0
Cxcl3	0	0	0	0	0	0	0	0	0
Cxcl15	0	0	0	0	0	0	0	0	0
Gm55976	0	0	0	0	0	0	0	0	0
Gm43085	0	0	0	0	0	0	0	0	0
Gm43086	0	0	0	0	0	0	0	0	0
Cxcl1	0	0	0	0	0	0	0	0	0
Gm55977	0	0	0	0	0	0	0	0	0
Cxcl2	0	0	0	0	0	0	0	0	0
Gm42530	0	0	0	0	0	0	0	0	0
Mthfd2l	0	6	4	3	2	0	0	0	1
Epgn	0	0	0	0	0	0	0	0	0
Gm19610	0	0	0	0	0	0	0	0	0
Ereg	0	0	0	0	0	0	0	0	0
Areg	0	0	0	0	0	0	0	0	0
Gm23092	0	0	0	0	0	0	0	0	0
Gm19619	0	0	1	0	0	0	0	0	1
Btc	0	0	0	0	0	0	0	0	0
Parm1	9	13	10	9	19	7	6	4	4
Trmt112-ps1	1	0	2	0	2	2	1	0	1
Gm7832	1	4	5	4	2	5	5	5	10
Gm28271	0	0	0	0	0	2	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0
Gm19649	0	0	0	0	0	0	0	0	0
Gm43596	0	0	0	0	0	0	0	0	0
Gm5558	14	19	32	17	22	14	20	6	22
Gm43688	0	0	0	0	0	0	0	0	0
Rchy1	5	14	10	8	19	5	1	2	2
Gm43039	1	0	0	1	0	0	0	1	1
ENSMUSG00000121865	0	0	0	0	0	0	0	0	0
Thap6	0	0	0	0	0	0	0	0	0
Gm55980	0	0	0	0	0	0	0	0	0
Odaph	0	0	0	0	0	0	0	0	0
Cdkl2	4	21	7	6	19	0	1	5	6
G3bp2	25	70	40	45	77	26	19	23	35
Gm22728	0	0	0	0	0	0	0	0	0
Gm55997	0	0	0	0	0	0	0	0	0
D430040L24Rik	0	0	0	0	0	0	0	0	0
Uso1	22	30	24	27	40	15	3	10	10
Gm15710	21	41	38	25	30	14	18	22	14
Gm43040	0	0	0	0	0	0	0	0	0
Gm25290	0	0	0	0	0	0	0	0	0
U90926	0	0	0	0	0	0	0	0	0
Ppef2	0	0	0	0	1	0	0	0	1
Naaa	13	36	23	23	50	7	6	12	7
Sdad1	9	14	3	9	10	2	2	5	1
Gm43599	0	0	0	0	0	0	0	0	0
Gm23031	0	0	0	0	0	0	0	0	0
Cxcl9	0	0	0	0	0	0	0	0	0
Art3	2	0	1	0	3	0	1	0	0
Cxcl10	0	0	0	0	1	0	0	0	0
Cxcl11	0	0	0	0	0	0	0	0	0
Gm2673	0	0	0	0	0	0	0	0	0
Nup54	5	1	0	4	8	0	4	2	3
Gm56032	0	0	0	0	0	0	0	0	0
Scarb2	41	89	41	46	89	17	20	10	20
Mir6415	0	0	0	0	0	0	0	0	0
Fam47e	2	0	1	0	0	0	0	0	1
Stbd1	0	2	1	0	1	0	1	0	1
Ccdc158	0	0	0	0	1	1	0	0	0
Shroom3	3	2	2	1	2	0	0	3	0
Gm20500	0	0	0	0	0	0	0	0	0
Mir1961	0	0	0	0	0	0	0	0	0
Gm6450	3	14	6	6	8	5	7	5	4
Gm25521	0	0	0	0	0	0	0	0	0
Sowahb	0	6	0	1	2	0	0	1	0
Gm22915	0	0	0	0	0	0	0	0	0
Gm43173	0	0	0	0	0	0	0	0	0
Gm43172	0	0	0	0	0	0	0	0	0
Septin11	15	44	15	23	35	7	11	7	11
Gm43682	1	4	0	2	4	0	0	2	1
Ccni	36	106	41	48	88	10	16	20	10
Gm43681	1	3	2	2	1	0	0	2	0
Gm2986	0	2	1	0	0	2	2	0	0
2010109A12Rik	0	0	0	0	0	0	0	0	0
Ccng2	5	9	4	7	10	1	4	4	3
Kat2b-ps	0	0	0	0	1	0	0	0	0
Gm18118	0	0	0	0	0	0	0	0	0
Gm43224	0	0	0	0	0	0	0	0	0
Pramel33	0	0	0	0	0	0	0	0	0
Pramel34	0	0	0	0	0	0	0	0	0
Gm43225	0	0	0	0	0	0	0	0	0
Gm43226	0	0	0	0	0	0	0	0	0
Gm7919	0	0	0	0	0	0	0	0	0
Gm43227	0	0	0	0	0	0	0	0	0
Pramel35	0	0	0	0	0	0	0	0	0
Pramel36	0	0	0	0	0	0	0	0	0
Gm6346	0	0	0	0	0	0	0	0	0
Gm3089	0	0	0	0	0	0	0	0	0
Pramel37	0	0	0	0	0	0	0	0	0
Pramel53	0	0	0	0	0	0	0	0	0
Pramel38	0	0	0	0	0	0	0	0	0
Pramel39-ps	0	0	0	0	0	0	0	0	0
Pramel40	0	0	0	0	0	0	0	0	0
Pramel52-ps	0	0	0	0	0	0	0	0	0
BC080696	0	0	0	0	0	0	0	0	0
Pramel41	0	0	0	0	0	0	0	0	0
Pramel42	0	0	0	0	0	0	0	0	0
Pramel43	0	0	0	0	0	0	0	0	0
Pramel44	0	0	0	0	0	0	0	0	0
Pramel58	0	0	0	0	0	0	0	0	0
Gm42561	0	0	0	0	0	0	0	0	0
Gm7663	0	0	0	0	0	0	0	0	0
Pramel56	0	0	0	0	0	0	0	0	0
Gm3176	0	0	0	0	0	0	0	0	0
Gm7647	0	0	0	0	0	0	0	0	0
ENSMUSG00000121887	0	0	0	0	0	0	0	0	0
Pramel59	0	0	0	0	0	0	0	0	0
Gm42661	0	0	0	0	0	0	0	0	0
Gm7939	0	0	0	0	0	0	0	0	0
Pramel45	0	0	0	0	0	0	0	0	0
Pramel60	0	0	0	0	0	0	0	0	0
Pramel46	0	0	0	0	0	0	0	0	0
Gm6468	0	0	0	0	0	0	0	0	0
Pramel47	0	0	0	0	0	0	0	0	0
Gm32072	0	0	0	0	0	0	0	0	0
Gm7961	0	0	0	0	0	0	0	0	0
Gm42662	0	0	0	0	0	0	0	0	0
Pramel48	0	0	0	0	0	0	0	0	0
Pramel57	0	0	0	0	0	0	0	0	0
Pramel49	0	0	0	0	0	0	0	0	0
Gm6348	0	0	0	0	0	0	0	0	0
Gm3302	0	0	0	0	0	0	0	0	0
Pramel50	0	0	0	0	0	0	0	0	0
Pramel54	0	0	0	0	0	0	0	0	0
Pramel55	0	0	0	0	0	0	0	0	0
Gm42714	0	0	0	0	0	0	0	0	0
Gm5559	18	11	16	19	20	11	16	13	18
Gm25937	0	0	0	0	0	0	0	0	0
Cxcl13	0	0	0	0	0	0	0	0	0
Gm7993	1	1	3	3	3	2	1	1	3
Cnot6l	10	11	9	3	17	2	2	4	1
Gm2840	1	0	0	0	0	0	0	0	0
Mrpl1	0	2	3	3	7	0	1	1	2
Fras1	6	8	11	3	13	3	2	2	1
Gm33050	0	0	0	0	0	0	0	0	0
Gm42605	0	0	0	0	0	0	0	0	0
Gm42604	0	0	0	0	0	0	0	0	0
Anxa3	1	4	1	1	7	0	0	0	1
Gm42603	0	0	0	0	0	0	0	0	0
1700016F12Rik	0	0	0	0	0	0	0	0	0
Gm33100	0	0	0	0	0	0	0	0	0
Gm42602	0	0	0	0	0	0	0	0	0
Gm24623	0	0	0	0	0	0	0	0	0
Gm33370	0	0	0	0	0	0	0	0	0
Gm8013	0	1	0	0	0	0	0	0	0
Gm43147	0	0	0	0	0	0	0	0	0
Gm43148	0	0	0	0	0	0	0	0	0
Gm43144	0	0	0	0	0	0	0	0	0
Gm9484	0	0	0	0	0	0	0	0	0
Bmp2k	3	6	3	5	4	0	0	1	0
Gm43145	0	0	0	0	0	0	0	0	0
Paqr3	3	3	0	1	4	0	0	0	0
Gm33609	0	0	0	0	0	0	0	0	0
Gm2861	0	0	0	0	0	0	0	0	0
Gm5560	3	3	2	0	3	1	2	1	5
Gm33969	0	0	0	0	0	0	0	0	0
Naa11	0	0	1	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0	0	0	0
Gk2	0	0	0	0	0	0	0	0	0
Gm54318	0	0	0	0	0	0	0	0	0
Antxr2	1	2	0	0	1	0	0	0	0
C430019N01Rik	0	0	0	0	0	0	0	0	0
Gm42759	0	0	0	0	0	0	0	0	0
Gm42760	0	0	0	0	0	0	0	0	0
Gm8041	0	0	0	1	0	0	0	0	1
Gm8048	0	0	0	0	0	0	0	0	0
Prdm8	5	8	4	13	8	3	5	1	1
A730035I17Rik	0	0	0	0	0	0	0	1	0
Fgf5	1	1	1	3	4	0	1	0	0
Cfap299	0	0	0	0	0	0	0	0	0
E030032P16Rik	0	0	0	0	0	0	0	0	0
Gm43767	0	0	0	0	1	0	0	0	0
Mir703	0	1	0	0	0	0	0	0	1
Gm24279	0	0	0	0	0	0	0	0	0
1700010H22Rik	0	0	0	0	0	0	0	0	0
Bmp3	0	3	1	1	1	0	0	0	0
Prkg2	0	8	2	4	4	0	0	0	0
Gm3470	0	0	0	0	0	0	0	0	0
Gm43251	0	0	0	0	0	0	0	0	0
Rasgef1b	2	9	2	2	3	0	2	2	0
Gm35394	0	0	0	1	1	0	0	1	0
Gm35172	0	0	0	0	0	0	0	0	0
Gm16227	0	0	0	0	0	0	0	0	0
Gm16228	0	0	0	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0	0	0	0
Gm56119	0	0	0	0	0	0	0	0	0
Gm16226	0	0	0	0	0	0	0	0	0
4930522N08Rik	0	0	0	0	0	0	0	0	0
Gm38413	0	1	2	0	3	1	0	0	0
Gm43249	1	0	0	0	0	0	0	0	0
Gm56121	0	0	0	0	0	0	0	0	0
Vamp9	0	0	0	0	0	0	0	0	0
Gm56122	0	0	0	0	0	0	0	0	0
Hnrnpd	22	26	25	26	39	10	10	9	9
Gm17092	0	0	0	0	0	0	0	0	0
Hnrnpdl	53	85	56	45	80	16	11	11	14
Enoph1	5	17	7	19	15	4	1	6	5
Gm56136	0	0	0	0	0	0	0	0	0
Tmem150c	10	18	24	15	28	8	8	5	1
Tmem150cos	1	0	0	0	0	0	0	0	0
Gm9932	0	0	0	0	0	0	0	0	0
2310034O05Rik	0	0	0	1	0	0	0	0	0
Gm8091	0	0	0	0	0	0	0	0	0
Gm57308	0	0	0	0	0	0	0	0	0
Sec31a	14	32	20	28	38	8	11	10	8
5430416N02Rik	1	2	4	2	3	0	0	0	0
Gm56277	0	0	0	0	0	0	0	0	0
Gm56278	0	0	0	0	0	0	0	0	0
Gm56279	0	0	0	0	0	0	0	0	0
Gm56280	0	0	0	0	0	0	0	0	0
Gm42690	0	0	0	0	0	0	0	0	0
Lin54	1	3	6	2	2	2	0	1	1
Gm56281	0	0	0	0	0	0	0	0	0
Gm19620	4	7	12	6	4	4	4	1	4
Gm56282	0	0	0	0	0	0	0	0	0
Cops4	11	26	17	21	22	3	9	3	2
Plac8	0	0	0	0	0	0	0	0	0
Gm43510	1	2	0	2	0	0	0	0	0
Coq2	15	51	19	24	38	7	8	7	6
Gm15777	0	1	2	0	1	0	0	1	0
Hpse	0	1	0	0	0	0	0	0	0
Helq	1	9	4	8	8	0	0	4	4
Mrps18c	4	3	3	6	4	0	1	1	1
Gm43511	0	0	0	2	1	0	1	0	1
Abraxas1	0	1	1	1	2	1	0	0	0
Gm43513	0	0	0	0	0	0	0	0	0
Gm43514	0	0	0	0	0	0	0	0	0
Gm26286	0	0	0	0	0	0	0	0	0
4930458D05Rik	0	1	0	0	0	0	1	0	0
Gpat3	1	3	0	0	1	0	0	0	1
Gm42987	0	0	0	0	0	0	0	0	0
Gm36793	0	0	0	0	0	0	0	0	0
Cycs-ps2	0	5	0	2	2	1	0	0	0
Gm43103	0	0	0	0	0	0	0	0	0
Gm20484	0	0	0	0	0	0	0	0	0
Nkx6-1	0	0	1	0	0	0	1	0	0
Gm42133	0	0	0	0	0	0	0	0	0
9430085M18Rik	0	1	1	1	0	0	0	0	1
Cds1	20	24	12	17	41	6	2	3	8
Gm43273	0	0	0	0	0	0	0	0	0
Gm43272	0	1	1	3	4	0	0	0	0
Wdfy3	32	58	41	35	80	16	15	22	8
Gm20548	0	1	0	0	0	0	0	0	0
Gm42934	0	0	0	0	0	0	0	0	0
Gm43787	0	0	0	0	0	0	0	0	0
Gm29707	0	0	0	1	1	0	0	0	0
Gm17978	0	0	0	0	0	0	0	0	0
Gm42933	0	5	1	0	0	0	0	0	1
Gm42932	0	0	0	0	0	0	0	0	0
1700013M08Rik	0	0	0	0	0	0	0	0	0
Arhgap24	3	5	2	2	2	1	0	0	0
Mapk10	58	102	57	69	114	22	26	22	23
Gm42522	1	2	1	0	0	0	3	0	0
Gm43789	1	0	0	0	0	0	0	0	0
4930429D17Rik	0	0	0	0	0	0	0	0	0
Gm18702	0	0	0	0	0	0	0	0	0
Gm42619	0	0	0	0	0	0	0	0	0
1700021F02Rik	0	0	0	0	0	0	0	0	0
5430427N15Rik	0	0	0	0	0	0	0	0	0
Ptpn13	1	8	10	5	9	0	4	2	6
Gm42620	0	0	0	0	0	0	0	0	0
Gm54918	0	0	0	0	0	0	0	0	0
Slc10a6	0	0	0	0	0	0	0	0	0
Gm15844	0	0	0	0	0	0	0	0	0
Gm43546	0	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	0	0	0	0	0
Gm25721	0	0	0	0	0	0	0	0	0
Aff1	7	14	7	8	8	4	6	0	4
Klhl8	6	9	7	5	10	2	7	3	7
Gm43547	0	0	0	0	0	0	0	0	0
Gm24897	0	0	0	0	0	0	0	0	0
Hsd17b13	0	1	1	2	0	0	1	0	2
Gm8200	0	0	0	0	0	0	0	0	0
Hsd17b11	10	17	19	7	21	5	6	3	11
Gm43545	0	0	0	0	0	0	0	0	0
Nudt9	7	24	20	11	39	2	6	2	0
Mir5619	0	0	1	0	0	0	0	0	0
Gm43333	0	0	1	1	0	1	1	2	1
Gm17660	0	1	0	0	1	0	0	0	0
Sparcl1	805	1675	1031	1001	1552	364	332	404	402
Gm26703	4	7	2	4	7	2	3	2	1
Dspp	1	0	0	0	0	0	0	0	0
Dmp1	0	8	0	0	4	1	2	0	0
Gm31048	0	2	0	0	0	0	0	0	0
Gm54981	0	0	0	1	0	0	0	0	0
Ibsp	0	0	0	0	0	0	0	0	0
Mepe	0	0	0	0	0	0	0	0	0
Spp1	1	6	5	1	3	1	2	1	4
Gm42793	0	0	0	0	0	0	0	0	0
Pkd2	6	29	20	21	20	1	4	5	2
Thoc2l	5	7	1	5	13	3	2	0	1
Gm55006	0	0	0	0	0	0	0	0	0
Zfp33b	3	5	2	3	3	1	1	0	1
Gm8258	0	0	0	0	0	0	1	0	0
Zfp951	0	1	0	1	1	1	0	0	0
Abcg3	0	0	0	2	1	0	0	0	0
Gm24097	0	0	0	0	0	0	0	0	0
Gm43856	0	0	0	0	0	0	0	0	0
Gm43855	0	0	0	0	0	0	0	1	0
Gm5870	0	0	0	0	0	0	0	0	0
Gbp8	0	0	1	0	0	0	0	0	0
Gbp9	1	2	2	2	1	0	0	0	0
Gbp4	1	2	0	1	4	1	0	0	0
Gm31785	0	0	0	0	0	0	0	0	0
Gm43302	0	0	0	0	0	0	0	0	0
Gbp10	0	0	0	0	0	0	0	0	1
Gbp6	0	0	0	0	0	0	0	0	0
Gbp11	0	0	1	0	0	0	0	1	0
Gm26519	0	0	0	0	1	0	0	0	0
Gm32051	0	0	0	0	0	0	0	0	0
Lrrc8b	12	30	20	20	35	5	3	1	7
Gm42141	0	0	0	0	0	0	0	0	0
Lrrc8c	3	8	5	8	11	4	5	3	3
C230066G23Rik	0	0	0	0	0	0	0	0	0
Gm57256	0	0	0	0	0	0	0	0	0
Gm57323	0	0	0	0	0	0	0	0	0
Lrrc8d	7	14	10	13	22	6	4	3	2
Rps15a-ps5	3	9	15	14	11	8	14	11	11
Lrrc8dos	0	0	0	0	0	0	0	0	0
Gm10359	27	47	54	53	57	52	49	40	63
Gm43818	0	0	0	0	0	0	0	0	0
Zfp326	8	8	8	6	11	1	4	4	2
Gm43817	0	0	0	0	0	0	0	0	0
Gm19566	0	1	3	3	4	0	1	0	3
Gm25672	0	1	2	0	0	0	0	0	0
Gm32736	0	0	0	0	0	0	0	0	0
Gm5987	0	0	1	3	1	0	0	1	1
Gm38433	0	0	0	0	0	0	0	0	0
Gm32921	0	0	0	0	0	0	0	0	0
4930458A03Rik	0	0	0	0	0	0	0	0	0
Gm42915	0	0	0	0	0	0	0	0	0
4930432H08Rik	0	0	0	0	0	0	0	0	0
Gm42916	0	0	0	0	0	0	0	0	0
Barhl2	0	0	1	0	0	0	0	0	0
Gm33151	0	0	0	0	0	0	0	0	0
Gm26872	0	0	0	0	0	0	0	0	0
Gm28050	0	0	0	0	0	0	0	0	0
Gm28039	0	0	0	0	0	0	0	0	0
Gm29464	0	0	0	0	1	0	0	0	0
Gm17937	0	0	0	0	0	0	0	0	0
Zfp644	3	12	1	6	11	3	3	1	0
Gm43421	0	0	0	0	0	0	0	0	0
Gm55054	0	0	0	0	0	0	0	0	0
Gm8365	0	0	0	1	0	0	0	1	0
Hfm1	0	2	0	0	0	0	0	0	0
Gm55075	0	0	0	0	0	0	0	0	0
Olfr719-ps	0	0	0	0	0	0	0	0	0
Cdc7	7	5	2	4	7	1	2	0	0
Gm33474	0	0	0	0	0	0	0	0	0
Tgfbr3	3	3	6	1	13	2	0	0	4
Gm43422	1	0	1	0	0	0	0	0	0
Gm43423	0	0	0	0	0	0	0	0	0
Gm8145	0	0	0	0	0	0	0	0	0
Gm42900	0	0	0	0	0	0	0	0	0
Gm22557	0	0	0	0	0	0	0	0	0
Brdt	0	6	4	1	5	1	0	1	0
Gm8152	0	1	1	0	0	0	0	0	1
Gm42902	1	0	0	0	0	0	0	0	0
n-R5s173	0	0	0	0	0	0	0	0	0
Ephx4	2	13	6	3	13	2	4	1	1
Gm17202	0	0	0	0	0	0	0	0	0
Lpcat2b	0	0	0	0	0	0	0	0	0
Btbd8	13	20	12	11	13	5	8	11	6
Gm9727	0	1	1	2	0	0	0	0	0
Gm42669	0	0	0	0	0	0	0	0	0
1700028K03Rik	0	0	0	0	0	0	0	0	0
Glmn	2	0	2	1	0	0	0	0	1
Rpap2	3	6	4	3	3	1	1	1	1
A930041C12Rik	0	0	0	0	0	0	0	0	0
Gm26692	0	0	0	0	0	0	0	0	0
5830411K02Rik	0	0	0	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0	0	0	0
Gfi1	0	0	0	0	0	0	0	0	0
A430072P03Rik	0	0	0	0	0	0	0	0	0
Evi5	12	27	10	14	32	4	5	8	3
Gm43593	1	0	0	0	0	0	0	0	0
Ube2d2b	0	0	0	0	0	0	0	0	0
Gm16007	0	0	0	0	0	0	0	0	0
Gm43592	0	0	0	1	0	0	0	0	1
Rpl5	46	144	69	75	120	27	26	27	27
Snord21	0	0	0	0	0	0	0	0	0
Gm22270	0	0	0	0	0	0	0	0	0
Gm26387	0	0	0	0	0	0	0	0	0
Dipk1a	9	8	8	4	13	4	0	2	2
Gm9850	0	0	0	0	0	0	0	0	0
Rps19-ps8	2	6	8	2	3	4	5	4	3
Mtf2	7	17	6	9	9	2	0	4	2
Tmed5	3	12	4	5	12	3	3	2	3
Ccdc18	0	0	0	1	0	0	0	0	1
Gm7118	1	1	4	1	1	1	2	0	0
Gm8190	0	0	0	0	0	0	0	0	0
Gm43083	0	0	0	0	0	0	0	0	0
Dr1	4	9	5	15	6	6	1	3	4
Gm43081	0	0	0	0	0	0	0	0	0
Pigg	2	6	7	7	8	0	1	2	0
9330198I05Rik	0	1	0	0	0	0	1	0	0
Gm42518	0	0	0	0	0	1	0	0	0
Gm42517	4	15	9	15	15	4	9	1	4
Gm10419	22	46	36	35	65	10	10	8	8
Gm57264	2	4	2	0	2	0	0	0	0
Pde6b	0	0	0	0	1	0	0	0	0
Atp5me	37	84	44	44	98	10	16	11	13
ENSMUSG00000121853	0	0	0	0	0	0	0	0	0
Gm34319	0	0	0	0	0	0	0	0	0
Slc49a3	2	1	2	1	2	0	2	0	0
Pcgf3	10	25	11	13	23	8	7	11	1
Gm10086	3	7	3	7	8	3	3	2	3
Cplx1	176	284	163	171	302	64	60	59	62
Gm43364	0	1	0	0	0	0	0	0	0
Gak	24	45	37	38	73	22	18	16	11
Gm43365	0	0	0	0	0	0	0	0	0
Tmem175	4	8	3	10	13	3	4	4	1
Dgkq	13	15	8	12	20	3	2	6	5
Idua	3	9	7	6	9	1	2	0	1
Slc26a1	0	1	1	0	0	0	0	0	0
Fgfrl1	8	10	11	8	19	0	2	6	0
Rnf212	0	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0	0
Tmed11	0	0	0	0	0	0	0	0	0
Vmn2r8	0	0	0	0	0	0	0	0	0
Gm18594	0	0	0	0	0	0	0	0	0
Vmn2r9	0	0	0	0	0	0	0	0	0
Gm20629	0	0	0	0	0	0	0	0	0
Gm10417	0	0	0	0	0	0	0	0	0
Vmn2r-ps21	0	0	0	0	0	0	0	0	0
Gm42627	0	0	0	0	0	0	0	1	0
Gm18971	0	0	0	0	0	0	0	0	0
Gm18595	0	0	0	0	0	0	0	0	0
Vmn2r10	0	0	0	0	0	1	0	0	0
Gm5871	1	1	1	0	0	0	0	0	0
Vmn2r11	0	0	0	0	0	0	0	0	0
Vmn2r12	0	0	0	0	0	0	0	0	0
Vmn2r13	0	0	0	0	0	0	0	0	0
Vmn2r14	0	0	0	0	0	0	0	0	0
Gm8473	0	0	0	0	0	0	0	0	0
Vmn2r15	0	0	0	0	0	0	0	0	0
Vmn2r16	0	0	0	0	0	0	0	0	0
Gm7171	0	0	0	0	0	0	0	0	0
Vmn2r17	0	0	0	0	0	0	0	0	0
Gm18555	0	0	0	0	0	1	0	0	0
Gm8488	0	0	0	0	0	0	0	0	0
Gm8493	0	0	0	0	0	0	0	1	0
Crlf2	2	9	8	8	9	1	1	2	2
Vmn2r-ps23	0	0	0	0	0	0	0	0	0
Gm55472	0	0	0	0	0	0	0	0	0
Zfp1007	0	1	0	3	0	0	1	0	0
4930522L14Rik	1	1	1	0	1	0	0	0	0
A430073D23Rik	0	0	0	0	0	0	0	0	0
Gm8508	1	2	2	3	1	1	2	0	0
Gm10416	0	0	0	0	1	0	0	0	0
Gm57295	0	0	0	1	0	0	0	0	0
ENSMUSG00000121596	1	2	0	1	4	1	0	3	0
Gm26779	1	0	0	0	2	0	0	0	0
Gm15446	6	7	6	3	3	1	1	2	1
ENSMUSG00000121597	0	0	0	0	0	0	0	0	0
1010001B22Rik	0	1	0	1	0	0	0	0	0
Zfp932	1	0	1	0	2	1	0	0	0
Gm17655	1	1	0	1	0	1	1	0	1
Gm35315	0	0	0	1	0	0	1	1	0
Plcxd1	2	5	1	5	6	1	1	2	1
Gtpbp6	5	14	5	3	15	0	1	4	2
Zfp605	6	9	0	1	7	1	1	1	1
Gm15484	1	3	2	1	5	3	2	1	0
Chfr	10	16	6	11	22	3	2	7	0
Gm43136	0	1	0	0	0	0	0	0	0
Gm15787	1	0	1	1	2	0	1	0	1
Golga3	21	25	12	18	33	7	5	3	10
Gm43138	1	0	0	0	0	0	0	0	0
5930411N13Rik	0	0	0	0	0	0	0	0	0
Ankle2	12	22	18	16	24	4	6	3	4
Pgam5	9	22	13	9	25	2	3	9	6
Gm15788	0	1	0	1	0	0	0	0	0
Pxmp2	0	4	3	2	3	1	0	1	1
Pole	0	0	2	0	3	0	0	0	1
Gm26277	0	0	0	0	0	0	0	0	0
Gm15791	0	0	0	0	0	0	0	0	0
Gm15792	0	0	0	0	0	0	0	0	0
P2rx2	0	0	0	0	0	0	0	0	0
Lrcol1	0	0	0	0	0	0	0	0	0
Fbrsl1	15	37	20	31	66	8	9	15	10
Gm42596	0	0	1	0	0	0	0	1	0
Gm32996	0	0	0	0	0	0	0	0	0
A630023P12Rik	0	1	0	0	2	0	1	0	0
Galnt9	19	31	18	19	59	9	5	10	6
Noc4l	4	7	8	4	10	1	2	1	3
Ddx51	7	5	6	4	13	0	2	2	5
Gm42595	0	1	0	0	1	0	0	0	0
Ep400	35	35	24	35	60	9	9	11	7
Mir7026	0	0	0	0	1	0	0	0	0
Gm22716	0	0	0	0	0	0	0	0	0
Gm26079	0	0	0	0	0	0	0	0	0
Gm22583	0	0	0	0	0	0	0	0	0
Gm15559	0	2	0	0	0	0	0	0	0
Pus1	3	5	4	2	3	0	2	0	2
Ulk1	21	47	28	28	56	9	10	16	7
Hscb	1	1	1	3	1	0	3	2	0
Chek2	0	1	1	0	1	0	0	1	0
Gm42779	0	0	0	1	0	0	0	0	0
Ttc28	1	12	7	7	11	2	1	4	1
