	JvRad_Rhipp_204	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
Npnt	1560	3	13	3	8	8	1	3	4	0
Gm23196	0	0	0	0	0	0	0	0	0	0
Gstcd	330	0	1	1	0	2	0	1	1	0
Gm19148	0	0	0	0	0	0	0	0	0	0
Gm42874	4	0	0	0	0	0	0	0	0	0
Gm42873	8	0	0	0	0	0	0	0	0	0
Ints12	691	2	4	4	1	4	3	0	3	0
Arhgef38	6	0	0	0	0	1	0	0	0	0
Gm43254	189	1	1	0	0	1	0	1	0	0
Ppa2	1917	7	13	8	8	16	2	4	0	3
Gm55209	0	0	0	0	0	0	0	0	0	0
Tet2	2658	8	12	9	10	12	2	5	2	2
Gm42567	6	0	0	0	0	0	0	0	0	0
Gm49316	0	0	0	0	0	0	0	0	0	0
Gm23011	0	0	0	0	0	0	0	0	0	0
Gm37228	0	0	0	0	0	0	0	0	0	0
Gm40153	0	0	0	0	0	0	0	0	0	0
Gm6135	0	0	0	0	0	0	0	0	0	0
Gm30484	0	0	0	0	0	0	0	0	0	0
Gm26691	24	0	1	0	0	0	0	0	0	0
Gm55225	4	0	0	0	0	0	0	0	0	0
Gm43192	0	0	0	0	0	0	0	0	0	0
Gm43193	0	0	0	0	0	0	0	0	0	0
Gm30648	25	0	0	0	0	0	0	0	0	0
Cxxc4	1354	2	5	3	4	6	3	0	0	0
Mir1895	0	0	0	0	0	0	0	0	0	0
Gm43559	0	0	0	0	0	0	0	0	0	0
Gm43558	0	0	0	0	0	0	0	0	0	0
Gm6077	2	0	0	0	0	0	0	0	0	0
4930539C22Rik	2	0	0	0	0	0	0	0	0	0
Gm26820	0	0	0	0	0	0	0	0	0	0
Tacr3	118	0	0	1	1	0	0	0	1	0
Gm4860	0	0	0	0	0	0	0	0	0	0
Gm43036	0	0	0	0	0	0	0	0	0	0
Gm43035	0	0	0	0	0	0	0	0	0	0
Gm2142	0	0	0	0	0	0	0	0	0	0
Gm55241	0	0	0	0	0	0	0	0	0	0
Gm18546	0	0	0	0	0	0	0	0	0	0
Gm43033	0	0	0	0	0	0	0	0	0	0
Cenpe	104	1	4	0	2	2	0	0	1	0
Bdh2	126	0	2	1	1	1	0	0	0	0
Slc9b2	196	0	2	0	1	2	1	0	0	0
Slc9b1	31	0	0	0	0	0	0	0	0	0
Cisd2	2707	14	19	4	13	15	3	2	2	1
2810428J06Rik	38	0	0	0	0	0	0	0	0	0
Gm43379	231	1	1	0	0	1	0	0	2	1
4930539J05Rik	97	0	2	0	0	0	0	0	0	0
Ube2d3	12289	17	50	25	19	44	6	9	6	8
Gm42807	12	0	0	0	0	0	0	0	0	0
Manba	774	4	7	3	3	2	2	0	2	1
Gm16100	0	0	0	0	0	0	0	0	0	0
Oaz2-ps	4	1	3	1	1	0	0	2	1	3
Nfkb1	1516	4	11	5	7	7	2	3	2	3
Gm43430	8	0	0	0	0	0	0	0	0	0
Slc39a8	269	0	1	2	0	0	1	1	1	0
4933401H06Rik	0	0	0	0	0	0	0	0	0	0
Gm43429	8	0	0	0	0	0	0	0	0	0
Gm43428	6	0	0	0	0	0	0	0	0	0
Gm18330	0	0	0	0	0	0	0	0	0	0
Gm31243	0	0	0	0	0	0	0	0	0	0
Gm43602	6	0	0	0	0	0	0	0	0	0
Gm5281	0	0	0	0	0	0	0	0	0	0
Bank1	64	1	0	1	0	1	0	0	0	0
Gm9408	0	0	0	2	0	0	0	0	0	0
Gm43402	0	0	0	0	0	0	0	0	0	0
1700030L20Rik	0	0	0	0	0	0	0	0	0	0
Gm56786	59	0	0	0	0	0	0	1	0	0
Ppp3ca	65625	136	341	208	298	394	124	89	61	111
Gm42822	7	0	2	0	0	0	0	0	0	0
4930599N24Rik	0	0	0	0	0	1	0	0	0	0
Gm55387	0	0	0	0	0	0	0	0	0	0
Gm43357	0	0	0	0	0	0	0	0	0	0
Gm9409	0	6	3	2	7	4	2	0	1	0
Gm43356	0	0	0	0	0	0	0	0	0	0
Gm26107	0	0	0	0	0	0	0	0	0	0
Gm567	0	0	0	0	0	0	0	0	0	0
Emcn	403	2	2	2	2	7	1	1	2	0
Gm4861	10	0	0	0	0	1	0	0	0	0
Gm55395	0	0	0	0	0	0	0	0	0	0
Ddit4l	999	0	11	4	2	5	2	0	1	1
Gm30946	8	0	0	0	0	0	0	0	0	0
Gm42610	0	0	0	0	0	0	0	0	0	0
Gm25080	0	0	0	0	0	0	0	0	0	0
Mir6380	0	0	0	0	0	0	0	0	0	0
Gm31678	0	0	0	0	0	0	0	0	0	0
Gm43403	8	0	0	0	0	0	0	0	0	0
H2az1	2992	19	18	18	15	14	1	6	8	7
Dnajb14	6610	17	47	23	15	31	9	11	7	13
Gm40155	0	0	0	0	0	0	0	0	0	0
Gm43088	12	0	0	0	0	1	0	1	0	0
Gm15460	0	0	0	0	0	0	0	0	0	0
Gm55405	0	0	0	0	0	0	0	0	0	0
Gm43689	16	0	0	0	0	0	0	0	0	0
Lamtor3	2268	10	12	11	8	14	5	3	1	4
Dapp1	620	1	2	4	3	4	1	2	0	0
Gm19708	12	0	0	0	0	0	0	0	0	0
Gm5105	9	0	0	0	0	1	0	0	0	0
1110002E22Rik	129	1	0	0	1	1	0	0	0	0
Mttp	846	4	8	1	3	8	0	1	2	2
Gm43691	4	0	0	0	0	0	0	0	0	0
Trmt10a	322	0	1	1	0	2	0	0	0	2
4930579F01Rik	0	0	0	0	0	0	0	0	0	0
0610031O16Rik	0	0	0	0	0	0	0	0	0	0
Adh7	14	0	0	1	0	0	0	0	0	1
Adh1	8	0	0	0	0	1	0	0	0	0
Gm16559	0	0	0	0	0	0	0	0	0	0
Adh6a	0	0	0	0	0	0	0	0	0	0
Adh6b	4	1	0	0	0	0	0	0	0	0
Gm23467	0	0	0	0	0	0	0	0	0	0
Adh6-ps1	0	0	0	0	0	0	0	0	0	0
Adh4	0	0	0	0	0	0	0	0	0	0
Gm56805	0	0	0	0	0	0	0	0	0	0
Adh5	2643	12	21	16	13	24	3	5	4	9
Metap1	2048	4	16	15	4	15	1	3	1	8
Gm43724	0	0	0	0	0	0	0	0	0	0
Gm43725	4	0	0	0	0	0	0	0	0	0
Eif4e	5779	14	26	12	17	25	5	2	5	5
Mir1956	0	0	0	0	0	0	0	0	0	0
Gm43726	0	0	0	1	0	0	2	1	0	0
Gm9415	0	0	0	0	0	0	0	0	0	0
Gm6057	0	0	0	0	0	0	0	0	0	0
Gm43723	0	0	0	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0	0	0
Tspan5	7440	10	38	23	13	40	11	9	4	8
Gm16060	2	3	6	5	4	1	1	3	0	4
Rap1gds1	13449	49	74	32	45	72	18	18	9	12
Gm43162	6	0	0	0	0	0	0	0	0	0
Gm56773	46	0	0	0	0	0	0	0	0	0
Gm4862	0	0	0	0	0	0	0	0	0	0
Stpg2	2	0	0	1	0	0	0	0	0	0
Gm43163	0	0	0	0	0	0	0	0	0	0
Gm24260	6	0	0	0	0	0	0	0	0	0
Gm2451	0	3	7	6	4	10	3	13	6	6
Gm32693	0	0	0	0	0	0	0	0	0	0
Gm43678	0	0	0	0	1	0	0	0	0	0
Mir7j	0	0	0	0	0	0	0	0	0	0
Gm4863	0	0	0	0	0	0	0	0	0	0
Gm19184	0	0	0	0	0	0	0	0	0	0
Gm19080	0	0	0	0	0	0	0	0	0	0
Gm31211	0	0	0	0	0	0	0	0	0	0
Gm43049	0	0	0	0	0	0	0	0	0	0
Gm6214	0	0	0	0	0	0	0	0	0	0
Gm43276	0	0	0	0	0	0	0	0	0	0
Gm32754	0	0	0	0	0	0	0	0	0	0
4930590L14Rik	0	0	0	0	0	0	0	0	0	0
Pdha2	0	0	0	0	0	0	0	0	0	0
Gm15688	102	0	0	0	1	1	0	0	0	0
Unc5c	2854	9	12	6	3	12	1	0	2	5
Gm15689	18	0	0	0	0	0	0	0	0	0
Gm43826	2	0	0	0	0	0	0	0	0	0
Bmpr1b	2513	2	13	4	3	10	2	2	4	2
Gm6059	0	0	0	1	0	0	0	1	0	0
Pdlim5	2584	6	13	5	5	13	2	3	1	1
Gbp5	184	1	0	0	1	1	0	4	1	0
Gbp7	382	1	1	3	3	3	0	2	1	0
Gm43802	0	0	0	0	0	0	0	0	0	0
Gbp3	372	0	4	5	0	6	0	1	1	0
Gbp2b	0	0	0	0	0	0	0	0	0	0
Gbp2	223	0	0	1	3	3	0	0	0	1
Mir6381	0	0	0	0	0	0	0	0	0	0
Gbp2-ps	0	0	0	0	0	0	0	0	0	0
Gm19166	0	0	0	0	0	0	0	0	0	0
Kyat3	359	2	4	2	2	2	0	0	0	2
Gm56810	0	0	0	0	0	0	0	0	0	0
Gm15540	6	0	0	0	0	0	0	0	0	0
Gtf2b	1270	9	10	9	6	9	7	8	3	7
Gm24457	0	0	0	0	0	0	0	0	0	0
Pkn2	2192	4	15	9	3	8	3	2	2	4
Gm25965	3	0	0	0	0	0	0	0	0	0
Gm43646	0	0	0	0	0	0	0	0	0	0
9530052C20Rik	7	0	0	0	0	0	0	0	0	0
Gm31306	0	0	0	0	1	0	0	0	0	0
Gm2574	0	12	3	13	16	13	12	21	15	11
4930519L02Rik	0	0	0	0	0	1	0	0	0	0
Gm43614	0	0	0	0	0	0	0	0	0	0
A830019L24Rik	22	0	0	0	0	0	0	0	0	0
Gm43613	0	0	0	0	0	0	0	0	0	0
Gm43612	8	0	0	0	0	0	0	0	0	0
1700001N15Rik	0	0	0	0	0	0	0	0	0	0
Gm43616	3	0	0	0	0	0	0	0	0	0
Gm33651	10	0	0	0	0	0	0	0	0	0
Gm33758	0	0	0	0	0	0	0	0	0	0
Gm38006	0	0	0	0	0	0	0	0	0	0
Gm42704	0	0	0	0	0	0	0	0	0	0
Gm6260	7	0	0	0	0	0	0	0	0	0
Gm24728	0	0	0	0	0	0	0	0	0	0
Gm42705	0	0	0	0	0	0	0	0	0	0
Gm42706	10	0	0	0	0	0	0	0	0	0
Gm2505	2	0	0	0	0	0	0	0	0	0
Gm42707	21	0	0	0	0	0	0	0	0	0
Gm42708	6	0	0	0	0	0	0	0	0	0
Gm34078	0	0	0	0	0	0	0	0	0	0
Gm34162	4	0	0	0	0	0	0	0	0	0
Lmo4	6597	19	23	27	18	43	7	9	5	12
Gm43445	120	0	1	0	0	1	0	0	0	0
Gm46828	0	0	0	0	0	0	0	0	0	0
Gm43446	2	0	0	0	0	0	0	0	0	0
Gm43447	0	0	0	0	0	0	0	0	0	0
Gm5857	47	3	6	8	2	2	3	3	1	1
Hs2st1	2934	8	18	9	7	18	4	1	1	2
Gm43707	2	0	1	0	0	0	0	0	0	1
Gm43560	0	0	0	0	0	0	0	0	0	0
Selenof	9538	26	63	46	40	56	12	9	7	10
Gm55673	6	0	0	0	0	0	0	0	0	0
Rpl9-ps8	2	0	0	0	0	0	0	0	0	0
Sh3glb1	5937	20	44	11	17	31	6	4	16	8
Gm9419	3	1	0	0	0	0	0	0	0	1
Clca3a1	20	0	0	0	0	1	0	0	0	1
Gm34866	8	0	0	0	0	0	0	0	0	0
Gm17743	14	1	0	0	0	0	0	0	0	0
Clca3a2	1	0	0	0	0	0	0	0	0	0
Gm43240	0	0	0	0	0	0	0	0	0	0
Clca3b	0	0	0	0	0	0	0	0	0	0
Gm16215	0	0	0	0	0	0	0	0	0	0
Clca4c-ps	0	0	0	0	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0	0	0	0	0
Gm16233	0	0	0	0	0	0	0	0	0	0
Clca4a	6	0	0	0	0	0	0	0	0	0
Gm35066	0	0	0	0	0	0	0	0	0	0
Clca1	0	0	0	0	0	0	0	0	0	0
Clca2	0	0	0	0	0	0	0	0	0	0
Odf2l	1009	6	4	8	1	6	3	2	1	0
Col24a1	206	2	5	1	1	3	0	0	0	0
9530034A14Rik	0	0	0	0	0	0	0	0	0	0
D530037P16Rik	0	0	0	0	0	0	0	0	0	0
Znhit6	776	3	9	2	2	8	0	1	0	0
Ccn1	359	3	3	5	2	5	0	1	0	1
Gm17501	73	1	0	0	0	1	0	0	0	0
Gm43408	0	0	0	0	0	0	0	0	0	0
Ddah1	11481	23	74	41	40	60	7	14	8	10
Rpl36a-ps2	30	9	16	8	8	7	8	5	11	10
Bcl10	630	4	8	5	0	7	1	0	1	4
2410004B18Rik	1191	3	9	5	5	7	0	1	0	0
Syde2	316	0	2	1	0	4	0	1	0	0
Gm35409	0	0	0	0	0	0	0	0	0	0
Dnai3	52	1	0	1	0	0	0	0	1	0
Gm25627	0	0	0	0	0	0	0	0	0	0
Mcoln3	0	0	0	0	0	0	0	0	0	0
Mcoln2	0	0	0	0	0	0	0	0	0	0
Lpar3	12	0	0	0	0	0	0	0	0	0
Gm43334	0	0	0	0	0	0	0	0	0	0
Gm10636	2	0	0	0	0	0	0	0	0	0
Gm22078	0	0	0	0	0	0	0	0	0	0
Gm55818	0	0	0	0	0	0	0	0	0	0
Ssx2ip	3774	17	14	14	12	28	5	5	8	9
Ctbs	496	0	3	1	3	2	0	1	0	2
Spata1	130	0	0	1	1	3	0	1	0	0
Gng5	1368	11	4	5	3	11	0	1	0	0
Rpf1	538	0	7	4	0	1	1	1	4	0
Gm36259	0	0	0	0	0	0	0	0	0	0
Uox	35	0	0	0	0	0	0	0	0	0
Dnase2b	0	0	0	0	0	0	0	0	0	0
Gm16325	0	0	0	0	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0	0	0	0
Samd13	7	0	0	0	0	0	0	0	0	0
Gm9480	0	0	0	2	0	1	0	2	0	1
Prkacb	17026	46	113	58	57	85	17	23	12	30
Gm19104	0	0	0	0	0	0	0	0	0	0
Gm10288	25	6	15	9	8	6	3	7	4	6
Ttll7	10929	35	52	27	26	44	12	15	10	12
Gm29771	30	0	0	0	0	0	1	0	0	0
Gm6074	0	0	0	0	0	0	0	0	0	0
Gm36831	0	0	0	0	0	0	0	0	0	0
Gm37803	0	0	0	0	0	0	0	0	0	0
Gm37041	0	0	0	0	0	0	0	0	0	0
Gm36888	0	0	0	0	0	0	0	0	0	0
Gm43574	0	0	0	0	0	0	0	0	0	0
Gm23131	0	0	0	0	0	0	0	0	0	0
Gm43576	0	0	0	0	0	0	0	0	0	0
Gm38068	0	0	0	0	0	0	0	0	0	0
Gm43575	0	0	0	0	0	0	0	0	0	0
Adgrl2	3545	8	20	5	9	23	3	0	3	4
Gm43573	2	0	0	0	0	0	0	0	0	0
Gm43572	4	0	0	0	0	0	0	0	0	0
Gm25127	6	0	0	0	0	0	0	0	0	0
Gm42647	0	0	1	1	0	0	0	0	0	0
Gm10287	2	0	0	0	0	0	0	0	0	0
Gm30382	40	0	0	1	1	1	0	0	0	0
Gm5149	10	0	0	0	0	0	0	0	0	0
Gm26468	0	0	0	0	0	0	0	0	0	0
Gm31121	0	0	0	0	0	0	0	0	0	0
Rpsa-ps10	31	19	24	15	13	23	10	20	11	5
Gm6439	0	1	0	0	0	1	1	0	1	1
Gm43470	0	0	0	0	0	0	0	0	0	0
Mir3963	0	0	0	0	0	0	0	0	0	0
Gm43468	0	0	0	0	0	0	0	0	0	0
Gm43469	0	0	0	0	0	0	0	0	0	0
Gm43473	0	0	0	0	0	0	0	0	0	0
4930555A03Rik	2	0	0	0	0	0	0	0	0	0
Gm42949	0	0	0	0	0	0	0	0	0	0
Adgrl4	1636	1	3	1	3	12	2	0	0	1
Gm24458	6	0	0	0	0	0	0	0	0	0
Ifi44	34	0	0	0	0	0	0	0	0	0
Ifi44l	0	0	0	0	0	0	0	0	0	0
Ptgfr	72	0	1	0	0	0	0	1	0	0
Gm43618	2	0	0	0	0	0	0	0	0	0
Gm43617	0	0	0	0	0	0	0	0	0	0
Gm25056	0	0	0	0	0	0	0	0	0	0
Gm2939	0	0	0	0	0	0	0	0	0	0
Gm2860	0	0	0	0	0	0	0	0	0	0
Gm31739	0	0	0	0	0	0	0	0	0	0
Gm9682	0	0	0	0	0	0	0	0	0	0
Gipc2	20	0	1	0	0	0	0	0	0	0
Gm31881	4	0	0	0	0	0	0	0	0	0
Gm16198	0	1	0	2	2	1	2	0	0	2
D630002J18Rik	0	0	0	0	0	0	0	0	0	0
Dnajb4	3266	9	17	7	4	16	2	1	2	6
Fubp1	6683	22	44	20	17	41	5	10	9	9
Nexn	77	1	0	1	0	0	0	0	0	1
Gm43185	6	0	0	0	0	0	0	0	0	0
Miga1	6294	24	48	21	18	40	4	11	15	8
Usp33	3375	11	22	12	20	27	6	4	5	14
Gm42967	50	0	0	0	1	0	0	0	0	0
Gm43859	144	0	1	0	0	2	0	0	0	0
Gm43858	300	1	3	2	1	3	0	1	0	0
Gm43857	93	0	0	0	0	0	0	0	0	0
Zzz3	3941	12	32	13	12	20	8	4	9	7
Ak5	9430	44	55	51	52	67	26	26	23	32
AI115009	156	1	1	2	2	2	0	0	0	0
Gm32085	22	0	0	0	0	0	0	0	0	0
Pigk	3289	11	13	12	17	29	5	8	3	8
Rpl29-ps1	8	0	0	0	0	0	0	0	0	0
St6galnac5	9314	20	37	33	39	89	15	16	14	11
Gm16232	0	0	0	0	0	0	0	0	0	0
Gm16213	1	0	0	0	0	0	0	0	0	0
Gm16231	0	0	0	0	0	0	0	0	0	0
Gm42710	2	0	0	0	0	0	0	0	0	0
1700094M23Rik	4	0	0	0	0	0	0	0	0	0
St6galnac3	887	5	4	6	1	3	1	0	3	1
1700012D16Rik	0	0	0	0	0	0	0	0	0	0
A530083M17Rik	0	0	0	0	0	0	0	0	0	0
Gm54661	0	0	0	0	0	0	0	0	0	0
1700015C17Rik	0	0	0	0	0	0	0	0	0	0
4930597L12Rik	0	0	0	0	0	0	0	0	0	0
Gm54662	0	0	0	0	0	0	0	0	0	0
Gm22206	0	0	0	0	0	0	0	0	0	0
Gm43833	0	0	0	0	0	0	0	0	0	0
5730460C07Rik	0	0	0	0	0	0	0	0	0	0
Gm25757	0	0	0	0	0	0	0	0	0	0
Asb17os	2	0	0	0	0	0	0	0	0	0
Asb17	4	0	0	0	0	0	0	0	0	0
Msh4	1	0	0	1	0	0	0	0	1	2
Gm24395	0	0	0	0	0	0	0	0	0	0
Rabggtb	2249	6	13	9	9	17	3	2	4	2
Snord45b	0	0	0	0	0	0	0	0	0	0
Gm24494	30	1	0	0	0	0	0	0	0	0
Snord45c	0	0	0	0	0	0	0	0	0	0
Gm43400	0	0	0	0	0	0	0	0	0	0
Acadm	2853	9	32	11	14	21	2	5	5	3
Slc44a5	2326	3	13	5	10	13	1	1	2	0
Gm3076	4	0	0	0	0	1	0	0	0	1
Gm42541	2	0	0	0	0	0	0	0	0	0
Gm42540	4	0	0	0	0	0	0	0	0	0
Lhx8	2	0	0	0	0	0	0	0	0	0
AI606473	0	0	0	0	0	0	0	0	0	0
Tyw3	531	2	3	2	0	5	1	0	1	1
Cryz	1053	3	7	1	6	9	0	0	1	0
Gm38139	6	0	0	0	0	0	0	0	0	0
Erich3	1020	5	1	1	3	6	2	1	3	0
Gm20389	7	0	0	0	0	0	0	0	0	0
Tnni3k	32	0	2	0	0	0	0	0	0	0
Gm18589	4	0	0	0	0	0	0	0	0	0
Gm37890	0	0	0	0	0	0	0	0	0	0
Fpgt	1264	2	8	2	4	4	1	1	2	0
Gm26456	0	0	0	0	0	0	0	0	0	0
Lrriq3	40	0	0	0	0	0	0	0	0	0
Gm37482	4	0	0	0	0	0	0	0	0	0
Gm5285	0	0	0	0	0	0	0	0	0	0
Scp2-ps1	0	0	0	0	0	0	0	0	0	0
Gm37449	0	0	0	0	0	0	0	0	0	0
Gm37324	0	0	0	0	0	0	0	0	0	0
Gm23038	0	0	0	0	0	0	0	0	0	0
Gm37102	0	0	0	0	0	0	0	0	0	0
Gm37515	0	0	0	0	0	0	0	0	0	0
9330178D15Rik	0	0	0	0	0	0	0	0	0	0
Gm42947	0	0	0	0	0	0	0	0	0	0
Gm6510	0	0	0	0	0	0	0	0	0	1
Gm42886	5	0	0	0	0	0	0	0	0	0
4930570G19Rik	587	3	6	3	1	1	0	0	0	0
Negr1	7203	16	46	20	19	39	7	4	6	7
Gm42946	0	0	0	0	0	0	0	0	0	0
Gm42942	0	0	0	0	0	1	0	0	0	0
Gm42943	0	0	0	0	0	0	0	0	0	0
Gm43528	0	0	0	0	0	0	0	0	0	0
Gm15578	0	0	0	0	0	0	0	1	0	0
Gm15577	0	0	0	0	0	0	0	0	0	0
Gm43527	0	0	0	0	0	0	0	0	0	0
Gm43526	0	0	0	0	0	0	0	0	0	0
4930566N20Rik	0	0	0	0	0	0	0	0	0	0
Gm24373	0	0	0	0	0	0	0	0	0	0
Gm23725	0	0	0	0	0	0	0	0	0	0
Gm22458	0	0	0	0	0	0	0	0	0	0
Gm23379	0	0	0	0	0	0	0	0	0	0
Gm5983	0	1	0	0	0	0	2	0	0	1
4930592C13Rik	4	0	0	0	0	0	0	0	0	0
Zranb2	9467	31	61	23	32	56	7	6	9	7
Mir186	43	1	1	0	0	0	0	0	0	0
Ptger3	187	0	2	0	0	3	0	0	1	0
Gm33466	0	0	0	0	0	0	0	0	0	0
Gm5550	0	0	3	6	5	0	1	1	2	1
Gm6520	2	2	6	3	6	1	3	2	2	6
Cth	287	2	2	1	2	2	1	0	1	2
Gm43314	22	0	0	0	0	0	0	0	0	0
1810013D15Rik	18	0	2	0	0	2	0	4	1	1
Ankrd13c	6121	16	37	16	15	19	2	4	8	7
Gm42611	26	0	1	0	0	0	0	0	0	0
Srsf11	9803	41	59	20	32	65	11	6	22	10
Gm43362	14	0	0	0	0	0	0	0	0	0
Lrrc40	1243	6	9	9	7	7	1	4	1	0
B230334C09Rik	8891	30	46	35	20	58	7	12	3	6
Lrrc7	4188	8	22	12	22	33	9	3	4	3
Gm42968	2	0	0	0	0	0	0	0	0	0
Gm43485	8	0	0	0	0	1	0	0	0	0
Gm43486	2	0	0	0	0	0	0	0	0	0
Gm43487	0	0	0	0	0	0	0	0	0	0
Gm9423	0	0	0	0	0	0	0	0	0	0
Gm20752	2	0	0	0	0	0	0	0	0	0
Gm43655	0	1	0	0	0	0	0	1	0	0
Depdc1a	12	0	0	0	0	0	0	0	0	0
Rpe65	198	2	0	0	0	1	0	0	0	0
Wls	2151	4	26	5	7	19	2	0	0	2
Gm43307	0	0	0	0	0	0	0	0	0	0
Gm23941	4	0	0	0	0	0	0	0	0	0
Gm56164	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps2	0	0	0	0	0	0	0	0	0	0
Vmn1r-ps3	0	0	0	0	0	0	0	0	0	0
Vmn1r2	0	0	0	0	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0	0	0	0	0
AI838599	3	0	0	0	0	0	0	0	0	0
Gm11783	0	0	0	0	0	0	0	0	0	0
Gm11786	0	0	0	0	0	0	0	0	0	0
Gm11784	0	0	0	0	0	0	0	0	0	0
Gm11785	0	0	0	0	0	0	0	0	0	0
Gm11787	0	0	0	0	0	1	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0	0	0
Tmem68	2179	4	15	11	4	9	2	1	0	3
Tgs1	1877	2	5	4	6	8	2	2	0	3
Gm56170	0	0	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	0	0	0	0
Lyn	605	1	4	1	6	3	1	0	1	1
Gm11805	0	0	0	0	0	0	0	0	0	0
Gm22781	3	0	0	0	0	0	0	0	0	0
Rps20	9984	36	129	66	49	95	10	11	12	7
Gm24016	0	0	0	0	0	0	0	0	0	0
Gm24125	0	0	0	0	0	0	0	0	0	0
Mos	0	0	0	0	0	0	0	0	0	0
Gm57085	6	0	0	0	0	0	0	0	0	0
Plag1	183	0	1	1	0	0	0	0	1	0
Chchd7	1294	8	9	7	3	14	0	1	0	1
Uba52rt	116	8	27	18	18	23	9	12	15	5
Rps10-ps3	0	0	1	0	0	0	1	0	0	0
Sdr16c5	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0	0
Penk	929	5	6	8	5	12	1	4	0	1
A830012C17Rik	0	0	0	0	0	0	0	0	0	0
Gm11780	0	0	0	0	0	0	0	0	0	0
Gm26436	0	0	0	0	0	0	0	0	0	0
Bpnt2	5801	24	45	25	13	31	7	8	3	5
Gm11779	0	0	0	0	0	0	0	0	0	0
Gm11782	0	0	0	0	0	0	0	0	0	0
Gm11781	0	0	0	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0	0	0	0
Fam110b	1736	3	6	4	6	18	1	5	1	4
Gm24337	0	0	0	0	0	0	0	0	0	0
Gm11796	0	0	0	0	0	0	0	0	0	0
Gm11797	0	0	0	0	0	0	0	0	0	0
Ubxn2b	3270	8	13	8	7	13	4	4	1	7
Gm11798	0	0	0	0	0	0	0	0	0	0
Cyp7a1	0	0	0	0	0	0	0	0	0	0
4930430E12Rik	2	0	0	0	1	0	0	0	1	0
Sdcbp	8948	28	50	28	36	54	9	4	10	19
Gm37689	4	0	0	0	0	0	0	0	0	0
Nsmaf	2736	7	20	9	15	14	1	2	4	3
Gm11803	0	0	0	0	0	0	0	0	0	0
Gm11801	0	0	0	0	0	0	0	0	0	0
Gm22473	0	0	0	0	0	0	0	0	0	0
Tox	628	5	6	5	0	3	0	0	1	2
Gm11802	0	0	0	0	0	0	0	0	0	0
Gm11804	0	0	0	0	0	0	0	0	0	0
8430436N08Rik	0	0	0	0	0	0	0	0	0	0
Gm11795	0	0	0	0	0	0	0	0	0	0
Gm11794	0	0	0	0	0	0	0	0	0	0
Gm23860	0	0	0	0	0	0	0	0	0	0
Gm11800	0	0	0	0	0	0	0	0	0	0
Car8	511	3	3	0	1	2	0	1	0	0
Gm11799	0	0	0	0	0	0	0	0	0	0
Gm56183	0	0	0	0	0	0	0	0	0	0
Gm37386	0	0	0	0	0	0	0	0	0	0
Gm11810	4	1	2	0	3	2	0	0	0	0
Rab2a	11663	30	57	36	39	62	10	14	10	16
Gm11809	0	0	0	0	0	0	0	0	0	0
Chd7	1438	6	7	9	5	8	1	2	6	1
Gm57098	6	0	0	0	0	0	0	0	0	0
Rps18-ps2	0	0	0	0	0	0	0	0	0	0
Gm23423	0	0	0	0	0	0	0	0	0	0
Clvs1	707	1	0	2	3	5	3	3	0	1
Gm11816	8	0	0	0	0	0	0	0	0	0
Gm11817	1	0	0	0	0	0	0	0	0	0
Asph	5759	15	31	20	12	25	6	7	1	2
Gm56192	0	0	0	0	0	0	0	0	0	0
Gm24152	0	0	0	0	0	0	0	0	0	0
4930412C18Rik	175	1	3	0	1	1	0	0	0	1
Gdf6	14	0	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0	0	0
Gm11834	0	0	0	0	0	0	0	0	0	0
Gm11835	0	0	0	0	0	0	0	0	0	0
Gm11814	0	3	2	4	0	2	4	0	1	5
1700123O12Rik	0	0	0	0	0	0	0	0	0	0
Gm11815	2	0	1	0	0	0	0	0	0	0
Gm11813	0	0	0	0	0	0	0	0	0	0
Gm12920	2	0	2	1	2	2	0	0	0	1
Mir3471-1	0	0	0	0	0	0	0	0	0	0
Gm12918	26	7	33	19	16	28	6	10	14	12
Gm12919	0	1	0	1	0	1	1	0	1	0
Gm56194	0	0	0	0	0	0	0	0	0	0
Cfap418	1839	4	6	6	4	12	7	3	3	1
Rps11-ps3	0	1	7	4	3	6	0	1	0	1
Plekhf2	662	2	4	4	0	0	1	1	0	0
Ndufaf6	345	1	7	6	3	3	0	1	1	2
Gm11827	30	0	0	0	0	0	0	0	0	0
Gm11829	0	0	0	0	0	0	1	0	0	0
Mir684-2	0	0	1	0	0	0	0	0	0	0
Gm11830	2	1	0	0	0	0	0	1	1	1
